lr,t,c_l,c_r,cc,cs,n_l,n_r,nn,s_l,s_r,sc,ss,sum,sum_pct,t_l,t_r
TNC_ITGA7,IDC_LumB,8.6411,2.2998,0.9773,0.6313,43.8302,38.323,82.6058,84.7937,1.4856,9.5905,6.1951,2033.3978,100.0,20.5662,1.7558
TNC_ITGA7,ILC_LumA,3.5694,2.3926,0.131,1.0293,43.8302,38.323,25.7661,224.7997,18.7982,8.2506,64.823,6519.0414,100.0,37.2044,7.5058
TNC_ITGB1,IDC_Basal,17.6668,188.2173,7.1664,8.8692,43.8302,274.3647,25.9171,63.9519,232.9409,25.9416,32.1057,46399.8367,100.0,30.9314,212.5414
TNC_ITGB1,IDC_Her2,55.0911,186.5719,23.0103,22.9127,43.8302,274.3647,26.9214,32.577,185.7805,13.6067,13.549,44668.8856,100.0,40.8255,166.2718
TNC_ITGB1,IDC_LumA,8.1236,138.4399,1.1893,2.4978,43.8302,274.3647,12.7171,184.182,290.7523,26.9646,56.6312,94561.5192,100.0,38.0599,202.2786
TNC_ITGB1,IDC_LumB,8.6411,132.9731,2.2676,4.7858,43.8302,274.3647,23.7324,84.7937,280.6384,22.2519,46.9623,50671.1877,100.0,20.5662,180.8438
TNC_ITGB1,ILC_LumA,3.5694,146.6359,0.5575,0.8053,43.8302,274.3647,12.8095,224.7997,211.792,35.1129,50.7149,93879.3365,100.0,37.2044,179.3706
VCAN_EGFR,IDC_Basal,25.0588,6.7179,10.7224,12.9823,19.0121,21.3113,25.8072,53.3723,8.1337,22.8375,27.6507,1569.9961,100.0,38.0204,7.771
VCAN_EGFR,IDC_Her2,44.1702,6.609,19.0117,7.9326,19.0121,21.3113,26.3874,76.5041,2.7576,32.9288,13.7394,1535.4713,100.0,62.1163,2.8911
VCAN_EGFR,IDC_LumA,22.896,0.026,0.0157,6.5861,19.0121,21.3113,10.6754,286.8952,10.9174,0.1969,82.5259,3795.3626,100.0,78.4336,1.8759
VCAN_EGFR,IDC_LumB,11.2287,0.371,0.2213,1.8751,19.0121,21.3113,21.5266,409.0909,3.1431,8.063,68.314,1882.1925,100.0,54.2406,0.9109
VCAN_EGFR,ILC_LumA,24.7429,0.7177,0.8143,10.617,19.0121,21.3113,18.5781,151.4931,9.3582,4.9856,65.005,2180.9101,100.0,70.6785,3.3959
VCAN_TLR2,IDC_Basal,25.0588,1.5953,2.3563,27.7997,19.0121,5.011,5.6153,53.3723,18.8216,5.0186,59.2101,1696.5878,100.0,38.0204,5.5109
VCAN_TLR2,IDC_Her2,44.1702,1.1843,4.3935,29.2807,19.0121,5.011,8.0012,76.5041,7.8932,7.6096,50.715,1190.6933,100.0,62.1163,3.003
VCAN_TLR2,IDC_LumA,22.896,1.3159,0.9465,6.2231,19.0121,5.011,2.9927,286.8952,8.6525,11.8596,77.9781,3183.4003,100.0,78.4336,3.511
VCAN_TLR2,IDC_LumB,11.2287,0.3792,0.0528,2.5871,19.0121,5.011,1.1815,409.0909,18.5785,1.9237,94.255,8063.5594,100.0,54.2406,2.9959
VCAN_TLR2,ILC_LumA,24.7429,0.9935,1.351,11.9536,19.0121,5.011,5.2358,151.4931,8.7906,8.2716,73.1881,1819.5816,100.0,70.6785,3.856
VIM_CD44,IDC_Basal,521.7944,117.8996,8.4479,18.2297,1326.9637,141.2022,25.7298,930.8798,254.4151,15.071,32.5217,728222.1483,100.0,685.9217,171.6588
VIM_CD44,IDC_Her2,167.9204,40.9878,1.3288,7.4658,1326.9637,141.2022,36.1732,1050.7674,230.2966,8.3147,46.7175,517981.2117,100.0,429.2576,97.9518
VIM_CD44,IDC_LumA,166.9165,199.77,4.1857,2.4981,1326.9637,141.2022,23.5203,1743.0189,119.2256,43.7094,26.0864,796631.1711,100.0,524.9368,161.2103
VIM_CD44,IDC_LumB,116.9147,115.9948,2.3145,1.9559,1326.9637,141.2022,31.9773,1745.4383,98.0236,34.5528,29.1995,585947.8679,100.0,336.4621,109.319
VIM_CD44,ILC_LumA,160.6467,200.4112,3.4581,2.1589,1326.9637,141.2022,20.1254,2123.7833,125.1153,45.7169,28.5407,931012.7601,100.0,643.9478,175.5575
VTN_ITGAV,IDC_Basal,0.083,11.4796,4.5475,12.8552,0.241,23.1207,26.6016,0.267,32.4515,14.6322,41.3635,20.9462,100.0,0.131,18.0409
VTN_ITGAV,IDC_Her2,0.8277,38.9106,51.2325,21.8134,0.241,23.1207,8.8642,0.205,16.567,12.6878,5.4021,62.8602,100.0,0.1859,23.7688
VTN_ITGAV,IDC_LumA,0.8729,18.983,28.0669,60.4299,0.241,23.1207,9.4376,0.0204,40.8716,0.6551,1.4105,59.0407,100.0,0.191,27.8152
VTN_ITGAV,IDC_LumB,0.8929,16.0962,28.7338,60.1263,0.241,23.1207,11.1399,0.0,33.6816,0.0,0.0,50.0187,100.0,0.201,22.2002
VTN_ITGAV,ILC_LumA,0.0,25.1547,0.0,0.0,0.241,23.1207,17.7403,0.5266,23.9108,42.1726,40.0871,31.4088,100.0,0.2059,25.4395
WNT2_FZD5,IDC_Basal,1.3478,1.1284,4.7898,6.4664,1.781,1.9909,11.167,9.2888,1.5235,33.0107,44.566,31.753,100.0,3.461,1.091
WNT2_FZD5,IDC_Her2,1.8414,1.5401,7.405,3.6256,1.781,1.9909,9.2586,13.3065,0.7541,53.5112,26.1996,38.298,100.0,5.3859,0.9756
WNT2_FZD5,IDC_LumA,0.8802,0.9647,2.4854,2.135,1.781,1.9909,10.3785,16.1936,0.8287,45.7239,39.2773,34.1654,100.0,4.2009,0.856
WNT2_FZD5,IDC_LumB,0.0,1.1336,0.0,0.0,1.781,1.9909,4.0073,42.5832,0.861,54.5555,41.4372,88.4841,100.0,3.4711,0.866
WNT2_FZD5,ILC_LumA,1.2422,0.7672,6.1072,7.5461,1.781,1.9909,22.7221,5.7885,0.948,28.4596,35.1649,15.6053,100.0,3.151,0.8659
WNT2_FZD7,IDC_Basal,1.3478,43.936,9.7111,1.8258,1.781,30.6515,8.9524,9.2888,8.2606,66.9275,12.5833,609.7822,100.0,3.461,19.5812
WNT2_FZD7,IDC_Her2,1.8414,5.3952,3.8131,5.7961,1.781,30.6515,20.9522,13.3065,8.2011,27.5545,41.8842,260.5456,100.0,5.3859,6.3988
WNT2_FZD7,IDC_LumA,0.8802,4.6518,0.8449,3.7297,1.781,30.6515,11.2651,16.1936,20.5333,15.5447,68.6157,484.5959,100.0,4.2009,9.8608
WNT2_FZD7,IDC_LumB,0.0,4.1784,0.0,0.0,1.781,30.6515,8.2684,42.5832,10.0441,26.9496,64.782,660.2272,100.0,3.4711,6.536
WNT2_FZD7,ILC_LumA,1.2422,4.4114,2.0478,12.0157,1.781,30.6515,20.4005,5.7885,25.8844,9.5427,55.9932,267.5913,100.0,3.151,11.9505
WNT2_FZD8,IDC_Basal,1.3478,3.8777,6.2958,5.0376,1.781,4.9212,10.5582,9.2888,3.1028,43.3897,34.7187,83.0129,100.0,3.461,3.421
WNT2_FZD8,IDC_Her2,1.8414,1.5382,3.6746,7.0993,1.781,4.9212,11.3706,13.3065,2.9718,26.5535,51.302,77.0819,100.0,5.3859,1.9108
WNT2_FZD8,IDC_LumA,0.8802,2.5004,1.5011,3.3461,1.781,4.9212,5.9779,16.1936,5.5737,27.6156,61.5594,146.6192,100.0,4.2009,2.9955
WNT2_FZD8,IDC_LumB,0.0,2.0529,0.0,0.0,1.781,4.9212,5.0521,42.5832,1.8153,50.3902,44.5577,173.4877,100.0,3.4711,1.651
WNT2_FZD8,ILC_LumA,1.2422,5.7735,8.9691,6.7621,1.781,4.9212,10.9614,5.7885,4.3528,41.796,31.5114,79.9599,100.0,3.151,4.2761
WNT3_FZD7,IDC_Basal,1.1525,43.936,27.5401,5.1779,1.711,30.6515,28.5233,1.3653,8.2606,32.6248,6.1339,183.8607,100.0,1.171,19.5812
WNT3_FZD7,IDC_Her2,1.7595,5.3952,12.1574,18.4799,1.711,30.6515,67.1634,0.1263,8.2011,0.8727,1.3266,78.083,100.0,0.491,6.3988
WNT3_FZD7,IDC_LumA,4.5597,4.6518,11.7961,52.0691,1.711,30.6515,29.1659,0.4975,20.5333,1.2872,5.6817,179.8097,100.0,1.9061,9.8608
WNT3_FZD7,IDC_LumB,5.5755,4.1784,17.6837,42.5084,1.711,30.6515,39.808,0.0,10.0441,0.0,0.0,131.7404,100.0,1.8452,6.536
WNT3_FZD7,ILC_LumA,2.4735,4.4114,7.4808,43.8946,1.711,30.6515,35.9539,0.61,25.8844,1.845,10.8257,145.8625,100.0,1.216,11.9505
WNT5A_FZD8,IDC_Basal,1.4306,3.8777,11.1577,8.9279,3.411,4.9212,33.7631,3.2871,3.1028,25.6374,20.514,49.7179,100.0,2.041,3.421
WNT5A_FZD8,IDC_Her2,3.9154,1.5382,14.4077,27.836,3.411,4.9212,40.1574,1.6312,2.9718,6.0023,11.5966,41.8012,100.0,2.5361,1.9108
WNT5A_FZD8,IDC_LumA,2.0551,2.5004,4.7503,10.5891,3.411,4.9212,15.5185,9.2631,5.5737,21.4118,47.7303,108.1697,100.0,4.171,2.9955
WNT5A_FZD8,IDC_LumB,0.8771,2.0529,2.8293,2.5019,3.411,4.9212,26.3765,11.2355,1.8153,36.2437,32.0486,63.6409,100.0,2.726,1.651
WNT5A_FZD8,ILC_LumA,4.3443,5.7735,21.0519,15.8717,3.411,4.9212,14.0892,5.7636,4.3528,27.9299,21.0572,119.1424,100.0,5.4657,4.2761
WNT5A_LRP5,IDC_Basal,1.4306,28.579,12.3308,8.6745,3.411,29.8714,30.7303,3.2871,20.1048,28.3328,19.9317,331.5651,100.0,2.041,24.6617
WNT5A_LRP5,IDC_Her2,3.9154,39.3781,43.8166,6.3339,3.411,29.8714,28.9566,1.6312,5.6923,18.2542,2.6387,351.8751,100.0,2.5361,12.9888
WNT5A_LRP5,IDC_LumA,2.0551,19.5391,7.9299,6.5736,3.411,29.8714,20.1222,9.2631,16.1972,35.7439,29.6304,506.3609,100.0,4.171,17.3757
WNT5A_LRP5,IDC_LumB,0.8771,13.6802,2.5781,3.0779,3.411,29.8714,21.8922,11.2355,16.3324,33.0247,39.4272,465.4211,100.0,2.726,14.0666
WNT5A_LRP5,ILC_LumA,4.3443,16.4421,14.856,19.0152,3.411,29.8714,21.1915,5.7636,21.0453,19.7097,25.2277,480.8111,100.0,5.4657,17.9611
WNT5A_MCAM,IDC_Basal,1.4306,40.3295,7.8417,7.2286,3.411,108.501,50.3023,3.2871,37.1762,18.0181,16.6093,735.7413,100.0,2.041,34.7201
WNT5A_MCAM,IDC_Her2,3.9154,10.2832,5.1832,31.7752,3.411,108.501,47.6445,1.6312,63.0399,2.1594,13.2377,776.7839,100.0,2.5361,25.3498
WNT5A_MCAM,IDC_LumA,2.0551,16.3036,2.8966,9.451,3.411,108.501,31.9958,9.2631,53.1955,13.0563,42.6003,1156.6989,100.0,4.171,29.1071
WNT5A_MCAM,IDC_LumB,0.8771,18.3532,1.8313,2.3611,3.411,108.501,42.1029,11.2355,23.6634,23.4586,30.246,879.0245,100.0,2.726,21.6366
WNT5A_MCAM,ILC_LumA,4.3443,15.5734,5.5089,24.5183,3.411,108.501,30.1353,5.7636,69.312,7.3088,32.5288,1228.112,100.0,5.4657,34.1071
WNT5A_ROR1,IDC_Basal,1.4306,2.2659,13.0743,7.567,3.411,2.321,31.9304,3.2871,1.3115,30.0413,17.3869,24.7937,100.0,2.041,1.641
WNT5A_ROR1,IDC_Her2,3.9154,0.3271,7.5279,30.2168,3.411,2.321,46.5307,1.6312,1.3131,3.1362,12.5885,17.014,100.0,2.5361,0.6355
WNT5A_ROR1,IDC_LumA,2.0551,0.0066,0.0327,14.6617,3.411,2.321,19.071,9.2631,2.9616,0.1474,66.0872,41.512,100.0,4.171,0.861
WNT5A_ROR1,IDC_LumB,0.8771,0.112,0.3297,4.9883,3.411,2.321,26.5599,11.2355,1.6952,4.223,63.8992,29.8072,100.0,2.726,0.486
WNT5A_ROR1,ILC_LumA,4.3443,0.216,2.6691,30.63,3.411,2.321,22.5224,5.7636,2.4783,3.5411,40.6373,35.1506,100.0,5.4657,1.121
ZG16B_CXCR4,IDC_Basal,3.1322,38.5498,1.7741,5.3078,28.8798,22.0517,9.3574,36.9572,115.3317,20.9333,62.6274,6805.8547,100.0,7.0211,62.7916
ZG16B_CXCR4,IDC_Her2,203.3361,36.2302,26.2274,65.9747,28.8798,22.0517,2.2673,12.1967,91.1364,1.5732,3.9573,28088.5183,100.0,56.7481,51.2862
ZG16B_CXCR4,IDC_LumA,140.4845,11.1653,4.0378,53.0804,28.8798,22.0517,1.6394,101.4375,146.7793,2.9155,38.327,38847.108,100.0,126.9309,35.6295
ZG16B_CXCR4,IDC_LumB,91.4627,12.1574,3.025,49.5368,28.8798,22.0517,1.7325,79.5325,199.0893,2.6304,43.0753,36759.0264,100.0,81.2897,36.7558
ZG16B_CXCR4,ILC_LumA,168.5891,12.5057,4.5485,66.8875,28.8798,22.0517,1.3739,64.1684,183.8998,1.7313,25.4587,46351.7163,100.0,102.0406,54.9482
ZG16B_TLR2,IDC_Basal,3.1322,1.5953,0.5188,6.1204,28.8798,5.011,15.0243,36.9572,18.8216,6.1209,72.2157,963.2151,100.0,7.0211,5.5109
ZG16B_TLR2,IDC_Her2,203.3361,1.1843,11.461,76.3827,28.8798,5.011,6.8872,12.1967,7.8932,0.6875,4.5816,2101.2204,100.0,56.7481,3.003
ZG16B_TLR2,IDC_LumA,140.4845,1.3159,7.2319,47.5508,28.8798,5.011,5.6612,101.4375,8.6525,5.2218,34.3343,2556.2974,100.0,126.9309,3.511
ZG16B_TLR2,IDC_LumB,91.4627,0.3792,1.0241,50.1785,28.8798,5.011,4.2735,79.5325,18.5785,0.8905,43.6334,3386.3919,100.0,81.2897,2.9959
ZG16B_TLR2,ILC_LumA,168.5891,0.9935,6.9153,61.1882,28.8798,5.011,5.975,64.1684,8.7906,2.6321,23.2894,2422.0421,100.0,102.0406,3.856
ZG16B_TLR4,IDC_Basal,3.1322,0.2036,0.0861,4.8202,28.8798,9.5407,37.203,36.9572,11.3977,1.0161,56.8746,740.6236,100.0,7.0211,2.3209
ZG16B_TLR4,IDC_Her2,203.3361,0.736,6.0044,77.908,28.8798,9.5407,11.0543,12.1967,9.5502,0.3602,4.6731,2492.5576,100.0,56.7481,3.4755
ZG16B_TLR4,IDC_LumA,140.4845,0.8357,3.7665,49.1702,28.8798,9.5407,8.8401,101.4375,10.9092,2.7196,35.5036,3116.8649,100.0,126.9309,3.301
ZG16B_TLR4,IDC_LumB,91.4627,0.4654,1.1862,48.1954,28.8798,9.5407,7.6781,79.5325,18.9097,1.0315,41.9089,3588.5865,100.0,81.2897,3.026
ZG16B_TLR4,ILC_LumA,168.5891,0.9981,5.9631,59.3954,28.8798,9.5407,9.7647,64.1684,9.9412,2.2697,22.6071,2821.7307,100.0,102.0406,4.236
ZG16B_TLR5,IDC_Basal,3.1322,4.7002,2.3034,3.2922,28.8798,6.2808,28.3806,36.9572,6.7179,27.1783,38.8455,639.129,100.0,7.0211,5.351
ZG16B_TLR5,IDC_Her2,203.3361,4.8934,63.5158,19.9017,28.8798,6.2808,11.5789,12.1967,1.5333,3.8099,1.1938,1566.546,100.0,56.7481,2.7005
ZG16B_TLR5,IDC_LumA,140.4845,4.6178,25.8157,28.0628,28.8798,6.2808,7.2183,101.4375,5.0197,18.6403,20.2629,2512.9154,100.0,126.9309,4.621
ZG16B_TLR5,IDC_LumB,91.4627,5.0197,26.0522,21.9308,28.8798,6.2808,10.2927,79.5325,4.2256,22.6541,19.0702,1762.2995,100.0,81.2897,4.6959
ZG16B_TLR5,ILC_LumA,168.5891,6.8018,39.5219,28.3811,28.8798,6.2808,6.2517,64.1684,4.8844,15.0428,10.8024,2901.4353,100.0,102.0406,5.911
ZG16B_TLR6,IDC_Basal,3.1322,0.5736,0.7725,6.2827,28.8798,0.781,9.6983,36.9572,4.6651,9.1154,74.1311,232.5727,100.0,7.0211,1.681
ZG16B_TLR6,IDC_Her2,203.3361,0.0,0.0,90.2612,28.8798,0.781,4.3246,12.1967,2.3152,0.0,5.4141,521.5589,100.0,56.7481,0.7804
ZG16B_TLR6,IDC_LumA,140.4845,0.3099,7.7829,47.946,28.8798,0.781,4.0317,101.4375,1.9094,5.6197,34.6196,559.452,100.0,126.9309,0.721
ZG16B_TLR6,IDC_LumB,91.4627,0.1177,2.1255,48.9804,28.8798,0.781,4.4543,79.5325,2.7118,1.8482,42.5915,506.374,100.0,81.2897,0.646
ZG16B_TLR6,ILC_LumA,168.5891,0.569,17.8284,51.5662,28.8798,0.781,4.1924,64.1684,1.6456,6.7859,19.6271,538.0111,100.0,102.0406,0.9858
A2M_LRP1,IDC_Basal,78.1216,12.081,1.9553,8.2423,307.6226,94.0359,59.9304,228.8422,50.9265,5.7276,24.1444,48268.5873,100.0,112.4547,24.7816
A2M_LRP1,IDC_Her2,34.5875,16.5063,1.2013,3.815,307.6226,94.0359,60.8688,235.2221,52.4197,8.1698,25.9451,47524.446,100.0,92.1045,30.7305
A2M_LRP1,IDC_LumA,34.3981,13.1115,0.42,4.2661,307.6226,94.0359,26.9405,501.8903,133.1683,6.1285,62.2449,107375.7212,100.0,125.6703,38.9351
A2M_LRP1,IDC_LumB,38.4978,7.6548,0.3806,7.809,307.6226,94.0359,37.3635,255.9422,157.0459,2.5305,51.9163,77422.0326,100.0,81.9914,24.701
A2M_LRP1,ILC_LumA,46.802,18.3317,0.76,6.0218,307.6226,94.0359,25.6261,466.4603,145.2406,7.5751,60.0169,112883.0729,100.0,160.9535,59.2195
ADAM12_ITGA9,IDC_Basal,2.8847,5.7622,9.5227,3.3053,4.2711,6.3213,15.4672,16.1246,2.0001,53.229,18.4758,174.555,100.0,6.3811,3.251
ADAM12_ITGA9,IDC_Her2,10.5003,0.4183,3.7849,26.8627,4.2711,6.3213,23.2633,15.7908,2.9691,5.6919,40.3972,116.0574,100.0,14.9876,1.2537
ADAM12_ITGA9,IDC_LumA,3.7354,0.6377,0.4935,4.8258,4.2711,6.3213,5.5927,62.5623,6.2365,8.2648,80.8233,482.7478,100.0,15.8257,2.151
ADAM12_ITGA9,IDC_LumB,1.9247,1.9641,1.5056,0.9944,4.2711,6.3213,10.7528,66.7853,1.2972,52.2425,34.5046,251.0861,100.0,9.9811,1.606
ADAM12_ITGA9,ILC_LumA,2.5564,1.2656,0.8466,4.2621,4.2711,6.3213,7.0646,43.9485,6.3717,14.5541,73.2727,382.1712,100.0,13.0529,3.4058
ADAM12_ITGB1,IDC_Basal,2.8847,188.2173,5.9159,7.3216,4.2711,274.3647,12.7682,16.1246,232.9409,33.0683,40.9259,9177.7608,100.0,6.3811,212.5414
ADAM12_ITGB1,IDC_Her2,10.5003,186.5719,17.8724,17.7966,4.2711,274.3647,10.6906,15.7908,185.7805,26.8773,26.7632,10961.3948,100.0,14.9876,166.2718
ADAM12_ITGB1,IDC_LumA,3.7354,138.4399,1.7455,3.666,4.2711,274.3647,3.9554,62.5623,290.7523,29.2346,61.3986,29626.3205,100.0,15.8257,202.2786
ADAM12_ITGB1,IDC_LumB,1.9247,132.9731,0.8649,1.8254,4.2711,274.3647,3.9601,66.7853,280.6384,30.0112,63.3384,29591.08,100.0,9.9811,180.8438
ADAM12_ITGB1,ILC_LumA,2.5564,146.6359,2.1011,3.0348,4.2711,274.3647,6.5684,43.9485,211.792,36.1225,52.1732,17840.4617,100.0,13.0529,179.3706
ADAM12_SDC4,IDC_Basal,2.8847,103.8876,8.8372,4.1392,4.2711,115.0417,14.4892,16.1246,48.6596,49.3973,23.1371,3391.1692,100.0,6.3811,75.3534
ADAM12_SDC4,IDC_Her2,10.5003,149.5919,26.6309,9.9807,4.2711,115.0417,8.3305,15.7908,56.0636,40.0487,15.0093,5898.2655,100.0,14.9876,90.585
ADAM12_SDC4,IDC_LumA,3.7354,180.3836,3.9291,1.5439,4.2711,115.0417,2.8651,62.5623,70.8791,65.8049,25.8571,17149.5066,100.0,15.8257,119.5525
ADAM12_SDC4,IDC_LumB,1.9247,212.5752,2.1849,0.5429,4.2711,115.0417,2.6238,66.7853,52.8174,75.8119,18.8366,18726.4727,100.0,9.9811,115.7846
ADAM12_SDC4,ILC_LumA,2.5564,195.4747,3.7273,1.5682,4.2711,115.0417,3.665,43.9485,82.2455,64.0786,26.9609,13406.6825,100.0,13.0529,127.9823
ADAM15_ITGA5,IDC_Basal,146.4007,14.7918,12.6983,44.451,55.6734,26.0208,8.4948,88.0103,51.7793,7.6337,26.7222,17053.6554,100.0,122.7007,27.1316
ADAM15_ITGA5,IDC_Her2,69.6736,29.0856,11.9115,13.1633,55.6734,26.0208,8.5151,184.5289,32.1423,31.5473,34.8627,17012.9368,100.0,103.4938,33.4052
ADAM15_ITGA5,IDC_LumA,58.3839,17.3207,7.0903,25.259,55.6734,26.0208,10.1572,103.7641,61.7046,12.6014,44.8921,14262.4579,100.0,79.9818,32.9773
ADAM15_ITGA5,IDC_LumB,61.9616,11.7622,4.1229,28.1531,55.6734,26.0208,8.1952,114.2801,80.3178,7.6041,51.9247,17677.0042,100.0,76.4264,25.0406
ADAM15_ITGA5,ILC_LumA,105.6988,14.0324,9.2808,40.3246,55.6734,26.0208,9.0647,88.0658,60.9701,7.7325,33.5975,15981.4881,100.0,87.8883,29.7064
ADAM15_ITGA9,IDC_Basal,146.4007,5.7622,38.8485,13.4844,55.6734,6.3213,16.2067,88.0103,2.0001,23.3542,8.1063,2171.4999,100.0,122.7007,3.251
ADAM15_ITGA9,IDC_Her2,69.6736,0.4183,2.4029,17.0538,55.6734,6.3213,29.0127,184.5289,2.9691,6.3639,45.1667,1213.0149,100.0,103.4938,1.2537
ADAM15_ITGA9,IDC_LumA,58.3839,0.6377,2.5388,24.8274,55.6734,6.3213,23.9966,103.7641,6.2365,4.5121,44.1251,1466.5776,100.0,79.9818,2.151
ADAM15_ITGA9,IDC_LumB,61.9616,1.9641,13.1324,8.6735,55.6734,6.3213,37.9759,114.2801,1.2972,24.2209,15.9972,926.7142,100.0,76.4264,1.606
ADAM15_ITGA9,ILC_LumA,105.6988,1.2656,7.303,36.7667,55.6734,6.3213,19.2125,88.0658,6.3717,6.0847,30.6332,1831.7715,100.0,87.8883,3.4058
ADAM15_ITGB1,IDC_Basal,146.4007,188.2173,24.1714,29.9149,55.6734,274.3647,13.3991,88.0103,232.9409,14.5309,17.9837,113998.9255,100.0,122.7007,212.5414
ADAM15_ITGB1,IDC_Her2,69.6736,186.5719,11.8252,11.775,55.6734,274.3647,13.8953,184.5289,185.7805,31.3187,31.1858,109927.7355,100.0,103.4938,166.2718
ADAM15_ITGB1,IDC_LumA,58.3839,138.4399,9.5239,20.0021,55.6734,274.3647,17.9984,103.7641,290.7523,16.9265,35.5491,84867.4566,100.0,79.9818,202.2786
ADAM15_ITGB1,IDC_LumB,61.9616,132.9731,9.3447,19.7218,55.6734,274.3647,17.3242,114.2801,280.6384,17.235,36.3743,88170.4174,100.0,76.4264,180.8438
ADAM15_ITGB1,ILC_LumA,105.6988,146.6359,18.2935,26.422,55.6734,274.3647,18.0286,88.0658,211.792,15.2417,22.0142,84725.4634,100.0,87.8883,179.3706
ADAM15_ITGB3,IDC_Basal,146.4007,0.7901,15.5489,33.345,55.6734,2.9012,21.713,88.0103,1.6943,9.3474,20.0457,743.8714,100.0,122.7007,0.951
ADAM15_ITGB3,IDC_Her2,69.6736,0.6632,5.9266,15.8045,55.6734,2.9012,20.7148,184.5289,1.7687,15.6964,41.8578,779.719,100.0,103.4938,1.0906
ADAM15_ITGB3,IDC_LumA,58.3839,0.8009,5.4634,23.748,55.6734,2.9012,18.872,103.7641,3.4812,9.7099,42.2067,855.8546,100.0,79.9818,1.631
ADAM15_ITGB3,IDC_LumB,61.9616,0.4852,4.5909,21.8956,55.6734,2.9012,24.6624,114.2801,2.3143,8.4674,40.3837,654.9117,100.0,76.4264,0.936
ADAM15_ITGB3,ILC_LumA,105.6988,0.5163,6.6838,37.0763,55.6734,2.9012,19.7801,88.0658,2.8643,5.5688,30.8911,816.5631,100.0,87.8883,1.431
ADAM17_ITGA5,IDC_Basal,13.7097,14.7918,9.8721,34.5577,10.7111,26.0208,13.5679,12.9607,51.7793,9.3327,32.6696,2054.1904,100.0,14.1811,27.1316
ADAM17_ITGA5,IDC_Her2,17.0434,29.0856,29.6013,32.7121,10.7111,26.0208,16.6429,5.7557,32.1423,9.9965,11.0471,1674.6492,100.0,10.7391,33.4052
ADAM17_ITGA5,IDC_LumA,7.5706,17.3207,7.7418,27.5802,10.7111,26.0208,16.4551,10.3357,61.7046,10.5694,37.6534,1693.7621,100.0,9.1858,32.9773
ADAM17_ITGA5,IDC_LumB,7.7829,11.7622,4.591,31.35,10.7111,26.0208,13.9777,10.8449,80.3178,6.3973,43.684,1993.9644,100.0,9.7459,25.0406
ADAM17_ITGA5,ILC_LumA,6.7678,14.0324,6.3069,27.403,10.7111,26.0208,18.5093,9.5927,60.9701,8.9394,38.8414,1505.7866,100.0,8.8606,29.7064
ADAM17_ITGB1,IDC_Basal,13.7097,188.2173,18.2088,22.5355,10.7111,274.3647,20.7374,12.9607,232.9409,17.214,21.3043,14171.2134,100.0,14.1811,212.5414
ADAM17_ITGB1,IDC_Her2,17.0434,186.5719,27.8248,27.7067,10.7111,274.3647,25.7152,5.7557,185.7805,9.3966,9.3567,11428.0315,100.0,10.7391,166.2718
ADAM17_ITGB1,IDC_LumA,7.5706,138.4399,9.8652,20.7189,10.7111,274.3647,27.6613,10.3357,290.7523,13.4683,28.2862,10623.9862,100.0,9.1858,202.2786
ADAM17_ITGB1,IDC_LumB,7.7829,132.9731,9.7235,20.5214,10.7111,274.3647,27.6108,10.8449,280.6384,13.5491,28.5952,10643.4365,100.0,9.7459,180.8438
ADAM17_ITGB1,ILC_LumA,6.7678,146.6359,11.2737,16.283,10.7111,274.3647,33.3842,9.5927,211.792,15.9794,23.0797,8802.7898,100.0,8.8606,179.3706
ADAM23_ITGA5,IDC_Basal,0.1039,14.7918,1.3657,4.7806,0.9311,26.0208,21.5299,1.2225,51.7793,16.07,56.2539,112.5283,100.0,0.421,27.1316
ADAM23_ITGA5,IDC_Her2,0.0,29.0856,0.0,0.0,0.9311,26.0208,20.5992,1.5252,32.1423,37.7184,41.6824,117.6121,100.0,0.581,33.4052
ADAM23_ITGA5,IDC_LumA,0.2917,17.3207,2.5039,8.9202,0.9311,26.0208,12.0056,1.9553,61.7046,16.7826,59.7876,201.7983,100.0,0.831,32.9773
ADAM23_ITGA5,IDC_LumB,0.1497,11.7622,1.0876,7.4269,0.9311,26.0208,14.9697,1.3449,80.3178,9.774,66.7417,161.8418,100.0,0.491,25.0406
ADAM23_ITGA5,ILC_LumA,0.0569,14.0324,0.3459,1.5027,0.9311,26.0208,10.4996,2.6966,60.9701,16.399,71.2529,230.7445,100.0,0.961,29.7064
ADAM23_ITGB3,IDC_Basal,0.1039,0.7901,1.3688,2.9355,0.9311,2.9012,45.0463,1.2225,1.6943,16.1072,34.5422,5.9964,100.0,0.421,0.951
ADAM23_ITGB3,IDC_Her2,0.0,0.6632,0.0,0.0,0.9311,2.9012,42.1376,1.5252,1.7687,15.7804,42.0819,6.4104,100.0,0.581,1.0906
ADAM23_ITGB3,IDC_LumA,0.2917,0.8009,1.8959,8.2411,0.9311,2.9012,21.9195,1.9553,3.4812,12.7073,55.2362,12.3232,100.0,0.831,1.631
ADAM23_ITGB3,IDC_LumB,0.1497,0.4852,1.0547,5.0303,0.9311,2.9012,39.2321,1.3449,2.3143,9.4782,45.2047,6.8851,100.0,0.491,0.936
ADAM23_ITGB3,ILC_LumA,0.0569,0.5163,0.2445,1.3564,0.9311,2.9012,22.4917,2.6966,2.8643,11.5939,64.3135,12.0096,100.0,0.961,1.431
