lr,t,c_l,c_r,cc,cs,n_l,n_r,nn,s_l,s_r,sc,ss,sum,sum_pct,t_l,t_r
DKK2_KREMEN2,IDC_LumB,0.5323,0.6324,5.5411,18.0304,1.531,0.051,1.2859,1.6969,2.0578,17.6642,57.4783,6.0752,100.0,0.846,0.6307
DKK2_KREMEN2,ILC_LumA,1.1009,0.719,21.0974,7.8594,1.531,0.051,2.0821,2.6218,0.2679,50.2437,18.7174,3.752,100.0,1.711,0.256
DLK2_NOTCH1,IDC_Basal,0.8523,9.9701,15.4136,11.8546,4.2209,7.4111,56.7433,0.4997,7.668,9.0376,6.9509,55.1284,100.0,0.541,8.1607
DLK2_NOTCH1,IDC_Her2,0.5686,2.8098,4.0582,9.5622,4.2209,7.4111,79.4561,0.289,6.6206,2.0629,4.8607,39.3698,100.0,0.3408,4.3548
DLK2_NOTCH1,IDC_LumA,0.1072,1.8673,0.4306,2.2023,4.2209,7.4111,67.2995,1.2241,9.5502,4.9175,25.1501,46.4813,100.0,0.401,4.226
DLK2_NOTCH1,IDC_LumB,0.5305,2.3683,3.3004,8.0054,4.2209,7.4111,82.1758,0.3059,5.7444,1.9028,4.6156,38.0668,100.0,0.331,3.4759
DLK2_NOTCH1,ILC_LumA,0.1418,1.9963,0.4281,2.522,4.2209,7.4111,47.3081,2.3907,11.7613,7.2179,42.5238,66.1233,100.0,0.741,5.4212
EDN2_EDNRB,IDC_Basal,7.8311,0.7273,12.449,41.193,0.831,11.1915,20.3271,3.8002,2.4065,6.0411,19.9897,45.75,100.0,4.571,1.291
EDN2_EDNRB,IDC_Her2,6.3056,0.2992,4.9463,50.3597,0.831,11.1915,24.3833,2.3157,3.046,1.8165,18.4941,38.1394,100.0,3.5074,1.0209
EDN2_EDNRB,IDC_LumA,1.6694,0.8206,2.2588,15.4696,0.831,11.1915,15.3344,6.3031,5.6199,8.5285,58.4086,60.6456,100.0,2.741,2.151
EDN2_EDNRB,IDC_LumB,1.1053,1.7849,5.2986,3.3307,0.831,11.1915,24.978,8.5038,1.122,40.7666,25.6261,37.2313,100.0,2.0939,1.301
EDN2_EDNRB,ILC_LumA,4.743,1.0599,5.1764,40.6121,0.831,11.1915,9.5755,4.6236,8.3159,5.0461,39.59,97.1197,100.0,4.3011,3.4409
EFEMP1_EGFR,IDC_Basal,14.7382,6.7179,2.4148,2.9238,154.1049,21.3113,80.1006,40.1979,8.1337,6.5863,7.9745,4100.0558,100.0,21.511,7.771
EFEMP1_EGFR,IDC_Her2,9.6901,6.609,1.6945,0.707,154.1049,21.3113,86.8965,43.1824,2.7576,7.5512,3.1507,3779.4002,100.0,20.6147,2.8911
EFEMP1_EGFR,IDC_LumA,15.343,0.026,0.0091,3.8282,154.1049,21.3113,75.0576,84.3844,10.9174,0.0502,21.0548,4375.5315,100.0,34.684,1.8759
EFEMP1_EGFR,IDC_LumB,7.6416,0.371,0.0767,0.6502,154.1049,21.3113,88.904,109.0031,3.1431,1.0947,9.2745,3694.0627,100.0,21.9508,0.9109
EFEMP1_EGFR,ILC_LumA,8.5414,0.7177,0.1358,1.7713,154.1049,21.3113,72.777,113.3807,9.3582,1.8033,23.5126,4512.6452,100.0,39.5307,3.3959
EFNA5_EPHB6,IDC_Basal,12.1711,4.7565,17.7911,30.9118,6.9508,5.4809,11.7077,9.8935,8.2644,14.4619,25.1274,325.3988,100.0,10.6812,5.4809
EFNA5_EPHB6,IDC_Her2,5.7192,0.4686,2.297,49.8543,6.9508,5.4809,32.6551,1.6662,10.1696,0.6692,14.5244,116.6644,100.0,2.6235,2.1598
EFNA5_EPHB6,IDC_LumA,0.9331,0.0,0.0,6.0705,6.9508,5.4809,51.7594,6.4819,4.7885,0.0,42.1701,73.6036,100.0,2.3159,1.101
EFNA5_EPHB6,IDC_LumB,1.3863,0.1751,0.4194,7.7889,6.9508,5.4809,65.8081,4.3886,3.2525,1.3275,24.6562,57.8908,100.0,1.6059,0.7408
EFNA5_EPHB6,ILC_LumA,1.8449,0.0255,0.0522,15.9381,6.9508,5.4809,42.3293,4.809,7.775,0.1362,41.5443,90.0011,100.0,3.2957,1.926
EFNB1_ERBB2,IDC_Basal,7.3913,58.2318,18.7339,10.44,13.421,58.1006,33.9399,9.3453,32.4515,23.6863,13.1999,2297.4992,100.0,7.4612,41.9704
EFNB1_ERBB2,IDC_Her2,3.0572,3921.343,25.7048,0.3657,13.421,58.1006,1.6719,8.4735,55.7953,71.2439,1.0137,46639.196,100.0,5.345,684.924
EFNB1_ERBB2,IDC_LumA,4.6081,129.3548,17.1591,8.0923,13.421,58.1006,22.447,9.5444,61.0045,35.5405,16.7611,3473.8116,100.0,6.3011,87.7483
EFNB1_ERBB2,IDC_LumB,3.1093,198.3003,17.515,2.9809,13.421,58.1006,22.1507,8.7008,33.749,49.012,8.3414,3520.2926,100.0,4.9062,79.6112
EFNB1_ERBB2,ILC_LumA,4.9311,153.6754,15.725,7.6206,13.421,58.1006,16.1811,12.7733,74.4736,40.7333,19.74,4819.0043,100.0,8.0261,102.6863
EGF_ERBB4,IDC_Basal,1.3079,0.1196,1.1973,1.898,4.3908,2.8611,96.1378,0.3241,0.1896,0.2967,0.4703,13.0671,100.0,0.451,0.081
EGF_ERBB4,IDC_Her2,2.504,5.1924,40.0302,0.0,4.3908,2.8611,38.6775,1.3319,0.0,21.2923,0.0,32.4798,100.0,1.2458,1.2509
EGF_ERBB4,IDC_LumA,1.9625,7.2169,27.4982,11.6778,4.3908,2.8611,24.3905,1.8251,3.0648,25.5733,10.8603,51.5053,100.0,1.791,5.0308
EGF_ERBB4,IDC_LumB,1.0564,7.855,15.7443,1.2569,4.3908,2.8611,23.8359,3.6761,0.6271,54.7889,4.374,52.7037,100.0,1.7458,3.2857
EGF_ERBB4,ILC_LumA,3.5926,10.2138,53.6372,9.0255,4.3908,2.8611,18.3631,1.0878,1.7187,16.2413,2.7329,68.4108,100.0,1.7159,3.8659
F13A1_ITGA4,IDC_Basal,0.5533,0.2016,0.0327,2.0046,23.0306,2.121,14.3261,22.7129,12.354,1.3432,82.2935,340.9689,100.0,4.4611,2.5709
F13A1_ITGA4,IDC_Her2,3.5961,0.6543,1.1715,13.6569,23.0306,2.121,24.322,14.7568,7.6272,4.8074,56.0423,200.8369,100.0,6.2558,2.8312
F13A1_ITGA4,IDC_LumA,4.0431,0.6635,0.4812,7.0838,23.0306,2.121,8.7623,44.7183,9.7674,5.3221,78.3505,557.4719,100.0,12.8011,2.5949
F13A1_ITGA4,IDC_LumB,1.0171,0.7336,0.0778,0.9831,23.0306,2.121,5.0909,89.9814,9.2738,6.8799,86.9684,959.5107,100.0,7.4658,2.5408
F13A1_ITGA4,ILC_LumA,2.878,0.4112,0.3015,6.2344,23.0306,2.121,12.4464,35.6744,8.5018,3.7376,77.2801,392.4633,100.0,11.7843,2.8511
F13A1_ITGA9,IDC_Basal,0.5533,5.7622,0.9774,0.3392,23.0306,6.3213,44.6325,22.7129,2.0001,40.1239,13.927,326.1824,100.0,4.4611,3.251
F13A1_ITGA9,IDC_Her2,3.5961,0.4183,0.7241,5.1393,23.0306,6.3213,70.0756,14.7568,2.9691,2.9715,21.0895,207.7517,100.0,6.2558,1.2537
F13A1_ITGA9,IDC_LumA,4.0431,0.6377,0.5363,5.2445,23.0306,6.3213,30.2805,44.7183,6.2365,5.9317,58.007,480.7822,100.0,12.8011,2.151
F13A1_ITGA9,IDC_LumB,1.0171,1.9641,0.4516,0.2983,23.0306,6.3213,32.9105,89.9814,1.2972,39.9523,26.3873,442.3613,100.0,7.4658,1.606
F13A1_ITGA9,ILC_LumA,2.878,1.2656,0.8278,4.1674,23.0306,6.3213,33.0856,35.6744,6.3717,10.2609,51.6583,440.0199,100.0,11.7843,3.4058
F13A1_ITGB1,IDC_Basal,0.5533,188.2173,0.6461,0.7996,23.0306,274.3647,39.2044,22.7129,232.9409,26.5237,32.8262,16117.5122,100.0,4.4611,212.5414
F13A1_ITGB1,IDC_Her2,3.5961,186.5719,5.1011,5.0795,23.0306,274.3647,48.0424,14.7568,185.7805,20.9329,20.8441,13152.5045,100.0,6.2558,166.2718
F13A1_ITGB1,IDC_LumA,4.0431,138.4399,2.0543,4.3144,23.0306,274.3647,23.1909,44.7183,290.7523,22.7212,47.7192,27246.7788,100.0,12.8011,202.2786
F13A1_ITGB1,IDC_LumB,1.0171,132.9731,0.3077,0.6494,23.0306,274.3647,14.375,89.9814,280.6384,27.2201,57.4478,43956.8237,100.0,7.4658,180.8438
F13A1_ITGB1,ILC_LumA,2.878,146.6359,2.0957,3.0269,23.0306,274.3647,31.3789,35.6744,211.792,25.9778,37.5207,20137.0114,100.0,11.7843,179.3706
F8_LDLR,IDC_Basal,3.8601,13.255,11.8846,10.1908,12.4814,14.7808,42.8512,6.133,11.3659,18.8822,16.1911,430.5255,100.0,5.201,12.5307
F8_LDLR,IDC_Her2,6.0847,58.1743,49.7387,3.9031,12.4814,14.7808,25.9232,2.318,4.5651,18.9481,1.4869,711.6619,100.0,3.5157,15.1853
F8_LDLR,IDC_LumA,5.8562,11.0178,12.6456,18.4592,12.4814,14.7808,36.157,6.1637,16.0831,13.3096,19.4286,510.234,100.0,5.9608,13.2159
F8_LDLR,IDC_LumB,6.0007,10.3027,12.8839,24.3525,12.4814,14.7808,38.4463,3.9188,19.4737,8.4139,15.9035,479.8523,100.0,4.9458,14.136
F8_LDLR,ILC_LumA,4.0901,9.5181,8.9715,10.6584,12.4814,14.7808,42.5148,7.8876,11.3078,17.3011,20.5543,433.9328,100.0,6.006,9.7716
FAT4_DCHS1,IDC_Basal,0.2091,2.0574,2.2267,2.5541,2.721,5.4913,77.3488,0.7815,2.3599,8.3234,9.547,19.3175,100.0,0.301,1.951
FAT4_DCHS1,IDC_Her2,0.0218,2.2016,0.2311,0.3095,2.721,5.4913,71.9738,1.1079,2.9488,11.7492,15.7364,20.7602,100.0,0.426,2.5733
FAT4_DCHS1,IDC_LumA,0.0,1.8719,0.0,0.0,2.721,5.4913,38.4724,2.5323,7.5647,12.2049,49.3227,38.8379,100.0,0.706,3.7961
FAT4_DCHS1,IDC_LumB,0.0923,1.8885,0.7019,1.8621,2.721,5.4913,60.1576,1.3423,5.0097,10.2054,27.073,24.8379,100.0,0.4009,2.8711
FAT4_DCHS1,ILC_LumA,0.2541,1.3936,0.8004,5.4487,2.721,5.4913,33.7656,2.4395,9.4875,7.6828,52.3025,44.2518,100.0,1.101,4.3512
FBN1_ITGA5,IDC_Basal,6.6842,14.7918,1.5443,5.4058,45.6789,26.0208,18.5649,71.6354,51.7793,16.5502,57.9348,6402.4204,100.0,21.2708,27.1316
FBN1_ITGA5,IDC_Her2,26.8113,29.0856,11.944,13.1993,45.6789,26.0208,18.2051,60.4099,32.1423,26.9117,29.7399,6528.9715,100.0,51.0168,33.4052
FBN1_ITGA5,IDC_LumA,16.981,17.3207,1.7871,6.3664,45.6789,26.0208,7.2219,176.2449,61.7046,18.5479,66.0767,16458.3329,100.0,55.0778,32.9773
FBN1_ITGA5,IDC_LumB,6.5334,11.7622,0.2392,1.6332,45.6789,26.0208,3.6993,329.4985,80.3178,12.0621,82.3662,32130.4209,100.0,32.8814,25.0406
FBN1_ITGA5,ILC_LumA,20.259,14.0324,2.6736,11.6166,45.6789,26.0208,11.1785,105.6618,60.9701,13.9442,60.5871,10632.9714,100.0,49.8838,29.7064
FBN1_ITGAV,IDC_Basal,6.6842,11.4796,1.7064,4.8237,45.6789,23.1207,23.4863,71.6354,32.4515,18.2874,51.6963,4496.7965,100.0,21.2708,18.0409
FBN1_ITGAV,IDC_Her2,26.8113,38.9106,17.6972,7.535,45.6789,23.1207,17.9158,60.4099,16.567,39.8745,16.9775,5894.9586,100.0,51.0168,23.7688
FBN1_ITGAV,IDC_LumA,16.981,18.983,2.554,5.4988,45.6789,23.1207,8.3676,176.2449,40.8716,26.5074,57.0722,12621.5807,100.0,55.0778,27.8152
FBN1_ITGAV,IDC_LumB,6.5334,16.0962,0.5914,1.2374,45.6789,23.1207,5.939,329.4985,33.6816,29.8242,62.408,17783.0553,100.0,32.8814,22.2002
FBN1_ITGAV,ILC_LumA,20.259,25.1547,7.0441,6.6958,45.6789,23.1207,14.5985,105.6618,23.9108,36.7392,34.9224,7234.5008,100.0,49.8838,25.4395
FBN1_ITGB1,IDC_Basal,6.6842,188.2173,2.764,3.4207,45.6789,274.3647,27.5337,71.6354,232.9409,29.6215,36.6601,45517.6184,100.0,21.2708,212.5414
FBN1_ITGB1,IDC_Her2,26.8113,186.5719,11.1137,11.0665,45.6789,274.3647,27.8444,60.4099,185.7805,25.0408,24.9346,45009.7305,100.0,51.0168,166.2718
FBN1_ITGB1,IDC_LumA,16.981,138.4399,2.4626,5.1719,45.6789,274.3647,13.1282,176.2449,290.7523,25.5587,53.6786,95463.7153,100.0,55.0778,202.2786
FBN1_ITGB1,IDC_LumB,6.5334,132.9731,0.5734,1.2101,45.6789,274.3647,8.2713,329.4985,280.6384,28.9167,61.0285,151519.3535,100.0,32.8814,180.8438
FBN1_ITGB1,ILC_LumA,20.259,146.6359,5.1515,7.4406,45.6789,274.3647,21.7332,105.6618,211.792,26.8681,38.8066,57666.2166,100.0,49.8838,179.3706
FBN1_ITGB3,IDC_Basal,6.6842,0.7901,1.6145,3.4623,45.6789,2.9012,40.5149,71.6354,1.6943,17.3026,37.1057,327.0933,100.0,21.2708,0.951
FBN1_ITGB3,IDC_Her2,26.8113,0.6632,5.1598,13.7596,45.6789,2.9012,38.4525,60.4099,1.7687,11.6257,31.0025,344.6373,100.0,51.0168,1.0906
FBN1_ITGB3,IDC_LumA,16.981,0.8009,1.4167,6.1582,45.6789,2.9012,13.8052,176.2449,3.4812,14.7041,63.9157,959.9385,100.0,55.0778,1.631
FBN1_ITGB3,IDC_LumB,6.5334,0.4852,0.2954,1.4088,45.6789,2.9012,12.3476,329.4985,2.3143,14.8974,71.0507,1073.2544,100.0,32.8814,0.936
FBN1_ITGB3,ILC_LumA,20.259,0.5163,1.874,10.3952,45.6789,2.9012,23.7403,105.6618,2.8643,9.7737,54.2168,558.2129,100.0,49.8838,1.431
FCN2_LRP1,IDC_Basal,0.0216,12.081,0.3235,1.3635,0.731,94.0359,85.2894,0.1666,50.9265,2.4971,10.5266,80.5957,100.0,0.021,24.7816
FCN2_LRP1,IDC_Her2,0.7363,16.5063,5.8538,18.5903,0.731,94.0359,33.1096,1.2785,52.4197,10.165,32.2813,207.612,100.0,0.461,30.7305
FCN2_LRP1,IDC_LumA,0.3672,13.1115,2.6254,26.6652,0.731,94.0359,37.4865,0.4165,133.1683,2.9779,30.245,183.3713,100.0,0.2159,38.9351
FCN2_LRP1,IDC_LumB,0.0781,7.6548,0.3369,6.9125,0.731,94.0359,38.7373,0.5819,157.0459,2.5104,51.5029,177.4507,100.0,0.071,24.701
FCN2_LRP1,ILC_LumA,0.89,18.3317,6.1247,48.5253,0.731,94.0359,25.8041,0.3183,145.2406,2.1905,17.3553,266.3901,100.0,0.316,59.2195
FGB_ITGA2B,IDC_Basal,0.1233,0.7151,39.8323,12.0059,0.181,0.331,27.0704,0.0502,0.2155,16.2066,4.8848,0.2213,100.0,0.001,0.391
FGB_ITGA2B,IDC_Her2,0.0,0.6207,0.0,0.0,0.181,0.331,1.4844,3.4018,0.5481,52.3167,46.199,4.0359,100.0,0.0658,0.3957
FGB_ITGA2B,IDC_LumA,0.1294,0.4346,5.7712,2.6724,0.181,0.331,6.1506,1.3084,0.2012,58.3751,27.0307,0.974,100.0,0.051,0.231
FGB_ITGA2B,IDC_LumB,0.4484,0.8847,15.7555,8.6604,0.181,0.331,2.3792,1.3445,0.4863,47.2388,25.9661,2.5179,100.0,0.041,0.536
FGB_ITGA2B,ILC_LumA,0.0,0.5929,0.0,0.0,0.181,0.331,12.4286,0.5694,0.1484,70.0437,17.5278,0.482,100.0,0.031,0.231
FGB_ITGA5,IDC_Basal,0.1233,14.7918,11.2175,39.2674,0.181,26.0208,28.9743,0.0502,51.7793,4.5641,15.9767,16.2543,100.0,0.001,27.1316
FGB_ITGA5,IDC_Her2,0.0,29.0856,0.0,0.0,0.181,26.0208,2.2111,3.4018,32.1423,46.4535,51.3354,212.9956,100.0,0.0658,33.4052
FGB_ITGA5,IDC_LumA,0.1294,17.3207,1.8935,6.7454,0.181,26.0208,3.9801,1.3084,61.7046,19.1521,68.229,118.3295,100.0,0.051,32.9773
FGB_ITGA5,IDC_LumB,0.4484,11.7622,3.1063,21.2111,0.181,26.0208,2.7735,1.3445,80.3178,9.3133,63.5959,169.8064,100.0,0.041,25.0406
FGB_ITGA5,ILC_LumA,0.0,14.0324,0.0,0.0,0.181,26.0208,9.9327,0.5694,60.9701,16.8509,73.2164,47.4149,100.0,0.031,29.7064
FGB_ITGAM,IDC_Basal,0.1233,0.6642,2.0628,59.0621,0.181,3.071,14.0051,0.0502,19.0163,0.8393,24.0306,3.9688,100.0,0.001,4.2711
FGB_ITGAM,IDC_Her2,0.0,1.101,0.0,0.0,0.181,3.071,1.6193,3.4018,8.826,10.9117,87.469,34.3257,100.0,0.0658,3.5846
FGB_ITGAM,IDC_LumA,0.1294,1.841,1.32,7.3998,0.181,3.071,3.0809,1.3084,10.3208,13.3513,74.8481,18.0416,100.0,0.051,3.7161
FGB_ITGAM,IDC_LumB,0.4484,0.3366,0.243,24.5442,0.181,3.071,0.8948,1.3445,34.0004,0.7286,73.5894,62.1212,100.0,0.041,3.9209
FGB_ITGAM,ILC_LumA,0.0,2.0237,0.0,0.0,0.181,3.071,7.3462,0.5694,10.2886,15.2287,77.4251,7.5663,100.0,0.031,4.8009
FGB_ITGAV,IDC_Basal,0.1233,11.4796,11.9887,33.8906,0.181,23.1207,35.4538,0.0502,32.4515,4.8778,13.7891,11.8032,100.0,0.001,18.0409
FGB_ITGAV,IDC_Her2,0.0,38.9106,0.0,0.0,0.181,23.1207,2.1692,3.4018,16.567,68.616,29.2148,192.9096,100.0,0.0658,23.7688
FGB_ITGAV,IDC_LumA,0.1294,18.983,2.7211,5.8587,0.181,23.1207,4.6372,1.3084,40.8716,27.5234,59.2596,90.2416,100.0,0.051,27.8152
FGB_ITGAV,IDC_LumB,0.4484,16.0962,7.7253,16.1655,0.181,23.1207,4.4787,1.3445,33.6816,23.1624,48.468,93.4349,100.0,0.041,22.2002
FGB_ITGAV,ILC_LumA,0.0,25.1547,0.0,0.0,0.181,23.1207,13.0275,0.5694,23.9108,44.5887,42.3838,32.1219,100.0,0.031,25.4395
FGB_ITGB1,IDC_Basal,0.1233,188.2173,18.9094,23.4025,0.181,274.3647,40.4727,0.0502,232.9409,7.6936,9.5218,122.6951,100.0,0.001,212.5414
FGB_ITGB1,IDC_Her2,0.0,186.5719,0.0,0.0,0.181,274.3647,3.7724,3.4018,185.7805,48.216,48.0115,1316.3337,100.0,0.0658,166.2718
FGB_ITGB1,IDC_LumA,0.1294,138.4399,2.6859,5.641,0.181,274.3647,7.4479,1.3084,290.7523,27.1676,57.0576,666.7362,100.0,0.051,202.2786
FGB_ITGB1,IDC_LumB,0.4484,132.9731,7.5362,15.9051,0.181,274.3647,6.2759,1.3445,280.6384,22.5954,47.6874,791.2519,100.0,0.041,180.8438
FGB_ITGB1,ILC_LumA,0.0,146.6359,0.0,0.0,0.181,274.3647,19.5703,0.5694,211.792,32.9045,47.5252,253.7417,100.0,0.031,179.3706
FGB_ITGB2,IDC_Basal,0.1233,5.4321,1.404,65.2815,0.181,16.2904,6.1821,0.0502,252.5805,0.5712,26.5611,47.6929,100.0,0.001,40.6223
FGB_ITGB2,IDC_Her2,0.0,5.1565,0.0,0.0,0.181,16.2904,0.5187,3.4018,161.073,3.0859,96.3954,568.4311,100.0,0.0658,32.5345
FGB_ITGB2,IDC_LumA,0.1294,6.1657,0.5196,8.3046,0.181,16.2904,1.9207,1.3084,98.5535,5.2552,84.0,153.5101,100.0,0.051,22.3872
FGB_ITGB2,IDC_LumB,0.4484,3.4657,0.2956,24.5751,0.181,16.2904,0.5609,1.3445,288.095,0.8864,73.682,525.7088,100.0,0.041,24.6908
FGB_ITGB2,ILC_LumA,0.0,3.5375,0.0,0.0,0.181,16.2904,2.7745,0.5694,177.9236,1.8954,95.3301,106.2698,100.0,0.031,29.6303
FN1_CD44,IDC_Basal,359.9862,117.8996,5.9444,12.8274,113.0482,141.2022,2.2357,1514.8381,254.4151,25.0143,53.9782,713987.3201,100.0,733.7272,171.6588
FN1_CD44,IDC_Her2,1251.6781,40.9878,8.1013,45.5182,113.0482,141.2022,2.5206,1023.8521,230.2966,6.6267,37.2332,633278.5175,100.0,1387.7192,97.9518
FN1_CD44,IDC_LumA,609.0992,199.77,12.9172,7.7092,113.0482,141.2022,1.6946,2293.8752,119.2256,48.6463,29.0328,941998.6848,100.0,1201.8157,161.2103
FN1_CD44,IDC_LumB,190.9252,115.9948,0.9492,0.8021,113.0482,141.2022,0.6841,10636.7101,98.0236,52.8786,44.686,2333274.9276,100.0,1004.9444,109.319
FN1_CD44,ILC_LumA,334.1353,200.4112,12.0024,7.493,113.0482,141.2022,2.8611,1330.743,125.1153,47.8014,29.8421,557924.7287,100.0,758.2869,175.5575
FN1_ITGA9,IDC_Basal,359.9862,5.7622,13.5865,4.7159,113.0482,6.3213,4.6806,1514.8381,2.0001,57.1725,19.8446,15267.584,100.0,733.7272,3.251
FN1_ITGA9,IDC_Her2,1251.6781,0.4183,6.2168,44.1224,113.0482,6.3213,8.4843,1023.8521,2.9691,5.0852,36.0914,8422.7515,100.0,1387.7192,1.2537
FN1_ITGA9,IDC_LumA,609.0992,0.6377,1.8792,18.3773,113.0482,6.3213,3.4572,2293.8752,6.2365,7.0772,69.2092,20670.4488,100.0,1201.8157,2.151
FN1_ITGA9,IDC_LumB,190.9252,1.9641,1.0409,0.6875,113.0482,6.3213,1.9835,10636.7101,1.2972,57.9885,38.2997,36027.315,100.0,1004.9444,1.606
FN1_ITGA9,ILC_LumA,334.1353,1.2656,3.1489,15.8529,113.0482,6.3213,5.3211,1330.743,6.3717,12.5408,63.1364,13429.8275,100.0,758.2869,3.4058
FN1_ITGAV,IDC_Basal,359.9862,11.4796,4.8631,13.7474,113.0482,23.1207,3.0758,1514.8381,32.4515,20.4641,57.8496,84976.898,100.0,733.7272,18.0409
FN1_ITGAV,IDC_Her2,1251.6781,38.9106,37.7972,16.093,113.0482,23.1207,2.0284,1023.8521,16.567,30.9175,13.1638,128854.8158,100.0,1387.7192,23.7688
FN1_ITGAV,IDC_LumA,609.0992,18.983,6.5558,14.1151,113.0482,23.1207,1.482,2293.8752,40.8716,24.6893,53.1577,176370.0628,100.0,1201.8157,27.8152
FN1_ITGAV,IDC_LumB,190.9252,16.0962,0.5674,1.1874,113.0482,23.1207,0.4826,10636.7101,33.6816,31.6125,66.1501,541589.5052,100.0,1004.9444,22.2002
FN1_ITGAV,ILC_LumA,334.1353,25.1547,9.9702,9.4772,113.0482,23.1207,3.1005,1330.743,23.9108,39.7079,37.7443,84301.9095,100.0,758.2869,25.4395
FN1_PLAUR,IDC_Basal,359.9862,35.2447,7.8719,11.2401,113.0482,6.6111,0.4637,1514.8381,50.3254,33.1253,47.299,161176.296,100.0,733.7272,43.3602
FN1_PLAUR,IDC_Her2,1251.6781,22.5899,23.7169,30.9443,113.0482,6.6111,0.6269,1023.8521,29.4739,19.4,25.3119,119220.1073,100.0,1387.7192,25.8358
FN1_PLAUR,IDC_LumA,609.0992,10.0671,3.7037,17.1834,113.0482,6.6111,0.4514,2293.8752,46.706,13.9483,64.7131,165558.2213,100.0,1201.8157,21.3505
FN1_PLAUR,IDC_LumB,190.9252,4.5393,0.0531,1.7094,113.0482,6.6111,0.0458,10636.7101,146.013,2.9606,95.2311,1630872.6855,100.0,1004.9444,19.8863
FN1_PLAUR,ILC_LumA,334.1353,6.5334,2.6919,17.1928,113.0482,6.6111,0.9216,1330.743,41.7277,10.7209,68.4728,81096.2329,100.0,758.2869,18.516
GNAI2_TBXA2R,IDC_Basal,59.6737,0.8845,8.199,8.481,143.9689,0.6609,14.7809,245.2022,0.9149,33.6903,34.8488,643.7684,100.0,115.8087,0.811
GNAI2_TBXA2R,IDC_Her2,84.7283,0.7616,10.8783,17.9516,143.9689,0.6609,16.0409,162.0194,1.2568,20.8018,34.3275,593.2028,100.0,120.4424,1.001
GNAI2_TBXA2R,IDC_LumA,100.871,0.712,10.1486,18.2253,143.9689,0.6609,13.4455,206.8357,1.2787,20.8096,37.371,707.7077,100.0,139.2564,0.931
GNAI2_TBXA2R,IDC_LumB,81.8713,0.8171,10.4204,12.0578,143.9689,0.6609,14.8229,228.3648,0.9454,29.0657,33.6331,641.9449,100.0,126.6585,0.836
GNAI2_TBXA2R,ILC_LumA,82.1186,0.5036,4.4357,16.9787,143.9689,0.6609,10.2067,262.2154,1.9276,14.1638,54.2151,932.2793,100.0,153.4367,1.011
GPC3_CD81,IDC_Basal,2.2308,337.6145,1.6959,2.3962,70.8592,565.9195,90.2977,3.0584,477.011,2.3251,3.2851,44409.2809,100.0,1.881,394.2044
GPC3_CD81,IDC_Her2,4.1734,313.0826,2.7048,3.9909,70.8592,565.9195,83.0118,6.4153,461.946,4.1578,6.1347,48307.0623,100.0,5.0452,391.9158
GPC3_CD81,IDC_LumA,1.0996,271.2522,0.4737,1.0266,70.8592,565.9195,63.6843,25.5162,587.9086,10.9918,23.8236,62967.7748,100.0,4.6296,385.9847
GPC3_CD81,IDC_LumB,5.7965,310.8049,3.6871,5.5935,70.8592,565.9195,82.0685,5.4032,471.5097,3.4369,5.214,48862.3158,100.0,4.2009,361.7627
GPC3_CD81,ILC_LumA,4.6871,269.2779,1.9416,4.8691,70.8592,565.9195,61.6881,21.6792,675.2908,8.9804,22.5209,65005.4148,100.0,10.0659,444.8577
GPC3_IGF1R,IDC_Basal,2.2308,6.8604,1.5262,0.8582,70.8592,13.3512,94.3466,3.0584,3.8575,2.0924,1.1765,1002.7437,100.0,1.881,5.2209
GPC3_IGF1R,IDC_Her2,4.1734,21.4883,7.6312,0.0526,70.8592,13.3512,80.5048,6.4153,0.148,11.7306,0.0808,1175.1532,100.0,5.0452,3.8831
GPC3_IGF1R,IDC_LumA,1.0996,40.007,1.874,0.5924,70.8592,13.3512,40.3013,25.5162,12.6459,43.4865,13.7458,2347.4533,100.0,4.6296,22.6934
GPC3_IGF1R,IDC_LumB,5.7965,28.793,12.0429,4.3822,70.8592,13.3512,68.2642,5.4032,10.4772,11.2258,4.0848,1385.872,100.0,4.2009,17.5391
GPC3_IGF1R,ILC_LumA,4.6871,35.0019,7.7952,1.9908,70.8592,13.3512,44.9514,21.6792,8.939,36.0547,9.2079,2104.6158,100.0,10.0659,18.6487
HBEGF_ERBB2,IDC_Basal,2.5257,58.2318,10.7301,5.9797,8.161,58.1006,34.593,7.3606,32.4515,31.2707,17.4266,1370.6738,100.0,3.8611,41.9704
HBEGF_ERBB2,IDC_Her2,2.0001,3921.343,26.1422,0.372,8.161,58.1006,1.5805,5.4241,55.7953,70.8966,1.0088,30001.2398,100.0,3.1059,684.924
HBEGF_ERBB2,IDC_LumA,1.6561,129.3548,10.638,5.0169,8.161,58.1006,23.546,6.4317,61.0045,41.3148,19.4843,2013.7488,100.0,3.1307,87.7483
HBEGF_ERBB2,IDC_LumB,1.6312,198.3003,17.081,2.907,8.161,58.1006,25.0389,4.4862,33.749,46.9778,7.9952,1893.68,100.0,2.4009,79.6112
HBEGF_ERBB2,ILC_LumA,1.106,153.6754,4.3241,2.0956,8.161,58.1006,12.0633,14.0438,74.4736,54.9078,26.6092,3930.5735,100.0,4.376,102.6863
HGF_CD44,IDC_Basal,0.0894,117.8996,0.8172,1.7635,3.0609,141.2022,33.52,2.213,254.4151,20.2348,43.6645,1289.3965,100.0,0.721,171.6588
