id,type,abscnseq,ascat,estimate,purbayes
TCGA-3C-AALK-01,BRCA,0.55,,0.719900455098,0.3738828
TCGA-B8-5162-01,KIRC,0.55,0.36,0.289175601886,0.3229336
TCGA-E1-A7YN-01,LGG,0.27,,0.618739016664,0.2759189
TCGA-BP-4163-01,KIRC,0.92,0.53,0.610798027015,0.4806335
TCGA-BH-A0DE-01,BRCA,0.46,0.54,0.65477642362,0.4902835
TCGA-BG-A186-01,UCEC,0.6,0.76,,0.7794986
TCGA-4V-A9QU-01,THYM,0.49,,0.739942352318,0.1346846
TCGA-55-6712-01,LUAD,0.31,0.31,0.593112874777,0.2225845
TCGA-DB-5275-01,LGG,0.5,0.62,0.937860277955,0.7544763
TCGA-T3-A92M-01,HNSC,0.37,,0.719669146095,0.308376
TCGA-F4-6704-01,CRC,0.55,0.4,0.702012707003,0.259142
TCGA-HT-A619-01,LGG,0.86,0.7,0.980053931402,0.8220747
TCGA-L5-A4OW-01,ESCA,0.43,0.5,0.862322010643,0.3961341
TCGA-KN-8437-01,KICH,0.33,1.0,0.901683925381,0.6890681
TCGA-AO-A1KS-01,BRCA,0.67,0.65,0.821738516464,0.6671625
TCGA-AO-A0J3-01,BRCA,0.78,0.8,0.932182254448,0.6228776
TCGA-AR-A1AM-01,BRCA,0.56,0.45,0.731490928024,0.3796348
TCGA-E1-A7YQ-01,LGG,0.5,,0.706482080275,0.3080139
TCGA-AK-3447-01,KIRC,0.45,0.77,0.886570415541,0.6965495
TCGA-NC-A5HP-01,LUSC,0.63,0.47,0.836457907275,0.6377529
TCGA-D7-6526-01,STAD,0.55,0.57,0.890345392921,0.3862553
TCGA-KN-8423-01,KICH,0.46,0.7,0.89736138056,0.7092012
TCGA-A5-A0GQ-01,UCEC,0.25,0.37,,0.4230089
TCGA-G2-A3VY-01,BLCA,1.0,0.72,0.992207683104,0.9988307
TCGA-IG-A4P3-01,ESCA,0.55,0.33,0.764140063521,0.3643267
TCGA-29-1694-01,OV,0.66,0.6,0.832054102329,0.5211735
TCGA-AA-A01X-01,CRC,0.86,0.6,0.923432159045,0.8997373
TCGA-DD-AADM-01,LIHC,0.44,,0.845989548108,0.6238639
TCGA-44-3917-01,LUAD,0.4,,0.762376412279,0.4458382
TCGA-55-8620-01,LUAD,0.49,0.51,0.837244560484,0.9991356
TCGA-UZ-A9Q1-01,KIRP,0.65,,0.920506914234,0.7894463
TCGA-E2-A1BC-01,BRCA,0.37,0.56,0.792776700376,0.5259146
TCGA-HT-7482-01,LGG,0.46,0.6,0.849248044365,0.3929985
TCGA-DU-6404-01,LGG,0.47,0.74,0.913742447588,0.7225754
TCGA-E9-A1RH-01,BRCA,0.63,0.38,0.827256049311,0.3547778
TCGA-26-5136-01,GBM,0.95,0.75,0.751396126425,0.7147591
TCGA-FE-A23A-01,THCA,0.55,0.29,0.767659042393,0.3536742
TCGA-V1-A8MK-01,PRAD,0.27,,0.919877827444,0.12276381
TCGA-13-0891-01,OV,0.7,0.77,0.913405856511,0.9573148
TCGA-CV-7427-01,HNSC,0.29,0.34,0.728870003933,0.4315914
TCGA-FY-A3NN-01,THCA,0.26,0.44,0.889935533561,0.6879575
TCGA-22-4601-01,LUSC,0.71,0.67,0.876956567611,0.7021203
TCGA-H5-A2HR-01,UCEC,0.88,0.65,0.861723062487,0.6440675
TCGA-VS-A9UL-01,CESC,0.52,,0.990910494707,0.9547392
TCGA-C8-A278-01,BRCA,0.63,0.26,0.57338901003,0.2223501
TCGA-AC-A3QQ-01,BRCA,0.6,0.67,0.6857138339,0.3934597
TCGA-CU-A3QU-01,BLCA,0.86,0.74,0.976247007541,0.8592504
TCGA-B0-5099-01,KIRC,0.69,0.5,0.850917821668,0.6439767
TCGA-EW-A2FW-01,BRCA,0.8,0.72,0.852163678064,0.8448244
TCGA-NJ-A55O-01,LUAD,0.28,1.0,0.73994561054,0.2045842
TCGA-B5-A1N2-01,UCEC,1.0,0.71,,0.488426
TCGA-EM-A3O3-01,THCA,0.36,0.63,0.706962609021,0.6385643
TCGA-96-8170-01,LUSC,0.48,0.22,0.772794062909,0.2473415
TCGA-AA-3869-01,CRC,0.62,0.6,,0.9752158
TCGA-QH-A6XA-01,LGG,0.55,0.94,0.918764729662,0.5740278
TCGA-60-2697-01,LUSC,0.2,1.0,0.463514125371,0.1220009
TCGA-55-8092-01,LUAD,0.35,0.36,0.638448042849,0.6388688
TCGA-L5-A43C-01,ESCA,0.37,0.35,0.518921880278,0.3175388
TCGA-33-6737-01,LUSC,0.44,0.43,0.752594482294,0.707704
TCGA-FS-A1ZH-06,SKCM,0.43,0.46,0.565561088259,0.3763933
TCGA-CH-5745-01,PRAD,,0.54,0.844382523667,
TCGA-BF-A5ER-01,SKCM,0.66,0.61,0.889423840725,
TCGA-DU-7290-01,LGG,0.47,0.65,0.746143547044,0.6029838
TCGA-NC-A5HJ-01,LUSC,0.23,0.2,0.611856808249,0.2319234
TCGA-NK-A5CT-01,LUSC,0.48,0.48,0.885296341052,0.4681433
TCGA-EA-A3Y4-01,CESC,0.68,0.57,0.695424408727,0.5327099
TCGA-DB-A4XE-01,LGG,0.32,0.44,0.946760567772,0.7309324
TCGA-BH-A0B6-01,BRCA,0.32,0.31,0.479213357817,0.3331622
TCGA-EJ-5532-01,PRAD,0.46,0.67,0.919929590935,0.5933181
TCGA-UB-A7MC-01,LIHC,0.84,,0.953173100412,0.997347
TCGA-ET-A2N4-01,THCA,0.38,0.7,0.87606620185,0.7659602
TCGA-44-2666-01,LUAD,0.36,0.56,0.83962258988,0.5112673
TCGA-BR-8291-01,STAD,0.42,0.21,0.501182836698,0.3241087
TCGA-DK-A3WW-01,BLCA,0.28,0.5,0.711042106353,0.9781833
TCGA-CM-5348-01,CRC,0.52,0.52,0.705420854853,0.9980017
TCGA-4W-AA9R-01,GBM,0.71,,,0.7778517
TCGA-EY-A2OO-01,UCEC,0.5,0.92,0.949675084934,0.7629387
TCGA-4Z-AA7Y-01,BLCA,0.79,,0.968748284731,0.8096631
TCGA-DD-A73C-01,LIHC,0.51,,0.844753742134,0.644507
TCGA-GM-A2D9-01,BRCA,0.48,0.71,0.750917321834,0.3866294
TCGA-PE-A5DD-01,BRCA,0.48,0.71,0.717021551362,0.7354736
TCGA-CN-6021-01,HNSC,0.42,0.59,0.859728666532,0.5581637
TCGA-FV-A4ZP-01,LIHC,0.55,0.58,0.801452228329,0.7780348
TCGA-61-2009-01,OV,0.52,0.46,0.734329620843,0.9717456
TCGA-BR-8683-01,STAD,0.39,0.3,0.747211950713,0.2968783
TCGA-BR-4188-01,STAD,0.68,0.35,,0.3773841
TCGA-ER-A2NG-06,SKCM,0.33,0.34,0.619821270693,0.8832195
TCGA-77-8140-01,LUSC,0.51,0.52,0.918145839347,0.5054763
TCGA-A2-A04Y-01,BRCA,0.6,0.56,0.70374049887,0.555957
TCGA-CN-6996-01,HNSC,0.38,0.3,0.642752476596,0.3419799
TCGA-B8-A54E-01,KIRC,0.25,0.36,0.855979577647,0.2950478
TCGA-HT-8107-01,LGG,0.26,0.3,0.965678013339,0.1830933
TCGA-TQ-A8XE-02,LGG,0.78,,0.866716563975,
TCGA-06-0879-01,GBM,0.45,0.72,,0.7171811
TCGA-HT-7684-01,LGG,0.36,0.78,0.857404868004,0.6209714
TCGA-BC-A69H-01,LIHC,0.82,0.61,0.832150351422,0.5143718
TCGA-AP-A0LF-01,UCEC,0.38,0.39,,0.9808772
TCGA-BH-A18U-01,BRCA,0.57,0.63,0.77096757909,0.6825617
TCGA-J4-AATV-01,PRAD,0.31,,0.864170161627,0.11484253
TCGA-HT-8012-01,LGG,0.79,0.79,0.95071070909,0.6816535
TCGA-DU-7011-01,LGG,0.36,0.42,0.771503397817,0.5615762
TCGA-AA-A017-01,CRC,0.83,0.57,,0.9976966
TCGA-B9-A69E-01,KIRP,0.72,,0.662769221473,0.5165093
TCGA-A5-A0G1-01,UCEC,0.24,0.43,,
TCGA-76-6660-01,GBM,0.56,0.65,,0.9219958
TCGA-ZB-A96F-01,THYM,0.27,,0.770717991246,0.2010288
TCGA-66-2767-01,LUSC,0.34,0.23,0.536687441137,0.7853649
TCGA-HC-8264-01,PRAD,0.38,0.45,0.84321450413,0.9920586
TCGA-VQ-A8P2-01,STAD,0.36,,0.94309620695,
TCGA-4Z-AA84-01,BLCA,0.48,,0.932268033381,0.6142139
TCGA-A7-A4SF-01,BRCA,0.53,0.7,0.832331384913,0.5206353
TCGA-29-2434-01,OV,0.9,0.81,,0.9985174
TCGA-DD-AACT-01,LIHC,0.73,,0.79610681891,0.5455459
TCGA-BJ-A0Z9-01,THCA,0.45,0.72,0.866185371595,0.7073233
TCGA-DU-6392-01,LGG,0.33,0.58,0.851904586774,0.7424263
TCGA-04-1361-01,OV,1.0,0.66,0.84290660063,0.9983474
TCGA-D8-A1XQ-01,BRCA,0.48,0.43,0.664432470727,0.7570096
TCGA-A2-A0SY-01,BRCA,0.62,0.63,0.618539366089,0.599081
TCGA-EI-6506-01,CRC,0.62,0.3,0.853769229275,0.4765639
TCGA-2H-A9GM-01,ESCA,0.96,,0.867268928846,0.996677
TCGA-A5-A7WK-01,UCEC,0.83,,0.947513905769,0.9123493
TCGA-BT-A3PK-01,BLCA,0.23,0.29,0.746599886611,0.2064475
TCGA-BK-A139-01,UCEC,0.49,0.44,0.8246930983,0.7217283
TCGA-BF-AAP4-01,SKCM,0.59,,0.749929231136,
TCGA-D8-A1XA-01,BRCA,0.67,0.66,0.812201146511,0.8213477
TCGA-AN-A0AK-01,BRCA,0.83,0.63,0.858336224433,0.727854
TCGA-TM-A84O-01,LGG,0.51,,0.928459067689,0.6702843
TCGA-D1-A0ZV-01,UCEC,0.35,0.58,,0.5202785
TCGA-BF-AAP7-01,SKCM,0.26,,0.613256424715,
TCGA-EL-A3GO-01,THCA,0.32,0.58,0.871981437979,0.714659
TCGA-CN-A640-01,HNSC,0.35,0.31,,0.264533
TCGA-22-4593-01,LUSC,0.69,0.59,0.797173971967,0.9893371
TCGA-53-A4EZ-01,LUAD,0.42,0.39,0.879796596356,0.5402893
TCGA-13-1403-01,OV,1.0,0.85,0.909596377255,0.8082709
TCGA-DU-5849-01,LGG,0.5,0.63,0.947069609372,0.3172834
TCGA-EE-A3AF-06,SKCM,0.81,0.73,0.739576585722,0.7061764
TCGA-A4-A7UZ-01,KIRP,0.3,,0.756254372813,0.9450883
TCGA-C8-A12N-01,BRCA,0.43,0.68,0.685920291196,0.686058
TCGA-BJ-A192-01,THCA,0.61,0.76,0.902261195045,0.3049419
TCGA-D8-A27I-01,BRCA,0.32,0.24,0.601672184179,0.1599023
TCGA-22-5480-01,LUSC,0.52,0.65,0.687045036411,0.6645341
TCGA-DD-AACQ-01,LIHC,0.78,,0.962013209704,0.860626
TCGA-D8-A1Y2-01,BRCA,0.51,0.27,0.440990539707,0.3740291
TCGA-J1-A4AH-01,LUSC,0.47,0.53,0.915830929992,0.4670472
TCGA-V1-A9OA-01,PRAD,0.32,,0.86592390364,0.3577616
TCGA-ET-A3BW-01,THCA,0.31,0.34,0.925874896695,0.7566974
TCGA-AG-3892-01,CRC,0.2,0.45,,0.3845653
TCGA-EM-A1CT-01,THCA,0.4,0.27,0.836204919455,0.785569
TCGA-US-A77E-01,PAAD,0.38,0.36,0.753402808275,0.3640148
TCGA-69-7764-01,LUAD,0.57,0.55,0.797201706937,0.8983634
TCGA-33-AASB-01,LUSC,0.42,,0.973887672371,0.5136937
TCGA-14-1034-02,GBM,0.9,0.85,0.960699651738,
TCGA-E2-A1IH-01,BRCA,0.46,0.44,0.470985538905,0.5617669
TCGA-KL-8343-01,KICH,0.74,0.53,0.921875507019,0.7250332
TCGA-A2-A1FZ-01,BRCA,0.39,0.49,0.679081334679,0.4341677
TCGA-EE-A20I-06,SKCM,0.79,0.71,0.801531211625,0.7563683
TCGA-DK-A3IV-01,BLCA,0.53,0.55,0.863600380089,0.5355778
TCGA-4R-AA8I-01,LIHC,0.76,,0.886266386994,
TCGA-36-2539-01,OV,0.56,0.55,,0.4974149
TCGA-EE-A2A5-06,SKCM,0.75,0.69,0.866226925605,0.9989957
TCGA-BP-4970-01,KIRC,0.31,0.54,0.464887820037,0.387426
TCGA-MI-A75I-01,LIHC,0.52,0.64,0.908314731582,0.7393434
TCGA-XF-AAN5-01,BLCA,0.34,,0.774123779427,0.4290328
TCGA-IB-A5SP-01,PAAD,0.42,0.53,0.831861984945,0.9964841
TCGA-HT-A74K-01,LGG,0.65,0.69,0.877386829323,0.6892474
TCGA-DI-A1NO-01,UCEC,0.91,0.8,,0.9966075
TCGA-CR-7397-01,HNSC,0.32,0.23,0.64571860808,0.1832799
TCGA-77-7142-01,LUSC,0.51,0.39,0.820800073807,0.4885129
TCGA-BR-8364-01,STAD,0.27,1.0,0.542515069181,0.2538806
TCGA-CK-5915-01,CRC,0.66,0.82,0.963846741007,0.9983408
TCGA-13-0807-01,OV,0.56,0.69,,0.7687675
TCGA-56-6545-01,LUSC,0.46,0.34,0.527013547719,0.5660964
TCGA-C5-A8ZZ-01,CESC,0.6,,0.846418302681,0.5983519
TCGA-DD-AA3A-01,LIHC,0.65,,0.935094653367,0.4094359
TCGA-LN-A9FO-01,ESCA,0.76,,0.832685125303,0.72646
TCGA-85-8049-01,LUSC,0.25,0.21,0.527176811947,0.2420437
TCGA-BT-A20T-01,BLCA,0.57,0.56,0.794507477816,0.6291598
TCGA-34-5929-01,LUSC,0.59,0.54,0.824479795482,0.7154534
TCGA-A2-A0SV-01,BRCA,0.63,0.63,0.66900372405,0.7438047
TCGA-DJ-A3UY-01,THCA,0.44,0.38,0.772791991858,0.1698331
TCGA-EJ-8470-01,PRAD,0.31,0.45,0.791267061441,0.380354
TCGA-DJ-A2PN-01,THCA,0.33,0.31,0.897940636736,0.8595429
TCGA-WT-AB41-01,BRCA,0.53,,0.607665384161,0.4650688
TCGA-D8-A27F-01,BRCA,0.62,0.69,0.80317473637,0.8085075
TCGA-CH-5769-01,PRAD,0.26,0.41,0.901424378988,0.1289454
TCGA-CQ-6228-01,HNSC,0.78,0.8,0.857160231802,0.7860487
TCGA-DU-7300-01,LGG,0.71,,0.923052857401,0.5836511
TCGA-EJ-5498-01,PRAD,0.33,0.33,0.832047943796,0.6491563
TCGA-CR-7383-01,HNSC,0.44,0.36,0.64185826126,0.5445016
TCGA-AC-A23C-01,BRCA,0.45,0.48,0.708645581835,0.3179268
TCGA-KO-8407-01,KICH,0.36,0.8,0.871380354681,0.5859778
TCGA-TQ-A7RR-01,LGG,0.5,,0.900835912601,0.9943659
TCGA-FE-A233-01,THCA,0.23,0.24,0.926831212437,0.7724012
TCGA-B3-3925-01,KIRP,0.3,,0.784743140694,0.9988305
TCGA-MH-A562-01,KIRP,0.45,,0.760090368712,0.6806495
TCGA-18-3416-01,LUSC,0.67,0.46,0.685514418282,0.5324203
TCGA-AA-3877-01,CRC,0.39,0.51,,0.5265259
TCGA-E2-A15I-01,BRCA,0.32,0.57,0.745782277346,0.6065627
TCGA-HT-7605-01,LGG,0.23,0.65,0.953285889686,0.4889053
TCGA-CR-6472-01,HNSC,0.59,0.7,0.877170344923,0.9970241
TCGA-94-7033-01,LUSC,0.31,0.47,0.923552811819,0.4351842
TCGA-EJ-A8FN-01,PRAD,0.26,,0.875284340016,0.5611481
TCGA-56-8628-01,LUSC,0.43,0.44,0.618321845643,0.7522067
TCGA-28-2509-01,GBM,1.0,0.81,0.842131524986,0.9986082
TCGA-ZF-AA4T-01,BLCA,1.0,,0.966302246862,0.890412
TCGA-UZ-A9PN-01,KIRP,0.58,,0.760125480171,0.4990813
TCGA-CV-7236-01,HNSC,0.33,0.31,0.795264704959,0.2557766
TCGA-EK-A2RD-01,CESC,0.43,0.57,,0.5465196
TCGA-66-2742-01,LUSC,0.51,0.39,0.768571160344,0.5310138
TCGA-CF-A27C-01,BLCA,0.89,0.74,0.979741977987,0.9312883
TCGA-B2-4102-01,KIRC,0.49,0.49,0.589720209783,0.4264764
TCGA-B2-3923-01,KIRC,0.57,0.76,0.891352115036,0.6301314
TCGA-75-6212-01,LUAD,0.23,0.25,0.648872783322,0.2346766
TCGA-AA-3558-01,CRC,0.75,0.83,,0.9712211
TCGA-TQ-A7RM-01,LGG,0.79,,0.98168980865,0.9473874
TCGA-86-7713-01,LUAD,0.68,0.58,0.916058777717,0.7421224
TCGA-83-5908-01,LUAD,0.29,0.22,0.595173118556,0.3417814
TCGA-HC-A6HY-01,PRAD,0.34,0.65,0.952076995346,0.668942
TCGA-27-1832-01,GBM,0.79,0.59,0.701694240569,0.4834071
TCGA-55-8205-01,LUAD,0.28,0.21,0.513635595202,0.3277334
TCGA-10-0937-01,OV,0.89,0.81,0.837424639742,0.6813826
TCGA-BH-A0HQ-01,BRCA,0.54,0.69,0.793951309946,0.6013471
TCGA-92-7340-01,LUSC,,,0.607201476333,
TCGA-BQ-5879-01,KIRP,0.79,,0.833835224638,0.6819012
TCGA-MP-A4TK-01,LUAD,0.37,0.34,0.520938638066,0.3270846
TCGA-28-2499-01,GBM,,,0.849593141583,
TCGA-BR-A4CQ-01,STAD,0.7,0.66,,0.9962509
TCGA-BL-A13I-01,BLCA,0.32,0.37,0.516083732537,0.3364946
TCGA-2A-AAYU-01,PRAD,0.27,,0.95457738134,0.6642327
TCGA-KO-8404-01,KICH,0.44,0.66,0.586337770424,0.9983027
TCGA-A4-8098-01,KIRP,0.59,,0.896771824349,0.7728714
TCGA-WE-A8K6-06,SKCM,0.74,,0.872355545863,0.9991937
TCGA-E2-A1LS-01,BRCA,,,0.887587340498,
TCGA-B7-A5TJ-01,STAD,0.8,0.61,0.880448469218,0.6139105
TCGA-19-1388-01,GBM,0.58,0.59,,0.5195929
TCGA-VQ-A8PQ-01,STAD,0.27,,0.459617825518,0.1435906
TCGA-D3-A2J7-06,SKCM,0.27,0.44,0.725045901845,0.4053949
TCGA-D8-A146-01,BRCA,0.3,0.39,0.696830048766,0.5374098
TCGA-CS-5390-01,LGG,0.81,0.76,0.969456024561,0.6798655
TCGA-DG-A2KJ-01,CESC,0.49,0.6,0.744916063796,0.806914
TCGA-BR-8060-01,STAD,0.65,0.49,0.666080114145,0.9958277
TCGA-97-8176-01,LUAD,0.33,0.48,0.786120785559,0.4506523
TCGA-AN-A049-01,BRCA,0.87,0.66,0.718758589518,0.6019611
TCGA-ED-A66X-01,LIHC,0.49,0.46,0.742325303277,0.3147688
TCGA-55-7913-01,LUAD,0.38,0.35,0.916761149254,0.7028709
TCGA-EL-A3T3-01,THCA,0.31,0.27,0.852820521654,0.8269513
TCGA-DU-6395-01,LGG,0.33,0.66,0.907775403401,0.7557657
TCGA-06-5858-01,GBM,0.61,0.69,0.796490830315,0.9998879
TCGA-ET-A39I-01,THCA,0.25,0.4,0.939756935892,0.8046949
TCGA-BH-A0BC-01,BRCA,0.6,0.58,0.604432166852,0.5355304
TCGA-AP-A1DR-01,UCEC,0.44,1.0,,0.7771686
TCGA-52-7812-01,LUSC,0.7,0.55,0.736768274436,0.9870441
TCGA-CJ-5676-01,KIRC,0.44,0.28,0.526981788542,0.6987953
TCGA-KO-8411-01,KICH,0.74,0.84,0.931960139508,0.7162513
TCGA-E9-A3HO-01,BRCA,0.68,0.66,0.795690612317,0.5987465
TCGA-14-1396-01,GBM,0.97,0.72,,0.9987594
TCGA-XD-AAUL-01,PAAD,0.34,,0.659348674786,0.2992856
TCGA-HD-8634-01,HNSC,0.22,0.2,0.879675034955,0.2580165
TCGA-EE-A29W-06,SKCM,0.75,,0.834453181447,0.7702265
TCGA-IR-A3LI-01,CESC,0.61,0.84,0.985040206773,0.8563109
TCGA-AA-3527-01,CRC,0.68,0.75,,0.8861871
TCGA-A8-A084-01,BRCA,0.63,0.73,0.846489328478,0.7743042
TCGA-KS-A4I5-01,THCA,0.44,0.38,0.861720000236,0.7615744
TCGA-A2-A0CV-01,BRCA,0.54,0.33,0.678845512233,0.3638665
TCGA-OL-A5DA-01,BRCA,0.55,0.63,0.817448434766,0.302491
TCGA-AX-A06J-01,UCEC,0.52,0.68,,0.7252828
TCGA-D3-A1Q4-06,SKCM,0.36,0.51,0.679460831825,0.4933455
TCGA-56-8304-01,LUSC,0.49,0.31,0.869915446537,0.4480639
TCGA-55-8619-01,LUAD,0.27,1.0,0.528380146721,0.1390572
TCGA-28-2506-01,GBM,0.61,0.51,,0.9977727
TCGA-A2-A04N-01,BRCA,0.47,0.68,0.757312820978,0.2796052
TCGA-DD-AACC-01,LIHC,0.22,,0.576419389265,0.2939217
TCGA-AX-A0IU-01,UCEC,1.0,0.73,,0.740804
TCGA-06-6697-01,GBM,0.3,0.29,,0.4495988
TCGA-RL-AAAS-01,PAAD,0.42,,0.500390256374,0.03367699
TCGA-D1-A169-01,UCEC,0.48,0.64,,0.6056522
TCGA-CN-A497-01,HNSC,0.61,0.59,0.834022066197,0.6280254
TCGA-B6-A0RI-01,BRCA,0.55,0.72,0.756657847038,0.6621381
TCGA-C5-A1BI-01,CESC,0.35,0.53,0.726458638563,0.2467444
TCGA-12-0819-01,GBM,0.53,0.65,,0.72402
TCGA-A6-2678-01,CRC,0.75,0.75,,0.7653459
TCGA-BF-A1PV-01,SKCM,0.83,0.7,0.949254459426,
TCGA-A2-A4S2-01,BRCA,0.38,0.58,0.675721590663,0.4872886
TCGA-AO-A129-01,BRCA,0.65,0.34,0.686852289578,0.2286153
TCGA-18-3417-01,LUSC,0.46,0.28,0.681412595339,0.7296267
TCGA-CR-6492-01,HNSC,0.21,1.0,0.812497200929,0.1701989
TCGA-DY-A1DF-01,CRC,0.93,0.82,0.927912522345,0.996353
TCGA-EA-A3HT-01,CESC,0.39,0.39,0.766983847985,0.4924323
TCGA-CD-8533-01,STAD,0.54,0.64,0.933516657282,0.517164
TCGA-06-0139-01,GBM,,1.0,0.419070794917,
TCGA-BR-6565-01,STAD,0.44,0.45,0.681988455914,0.261241
TCGA-IB-7891-01,PAAD,0.23,1.0,0.490569831844,0.3832373
TCGA-DJ-A4UT-01,THCA,0.23,0.77,0.614455206799,0.2498963
TCGA-HV-AA8X-01,PAAD,0.61,,0.860279469904,0.5332019
TCGA-S9-A6WE-01,LGG,0.55,,0.947705363383,0.8031747
TCGA-KU-A66S-01,HNSC,0.32,0.52,0.898727524302,0.7511054
TCGA-MI-A75C-01,LIHC,0.5,0.72,0.898455293328,0.7484044
TCGA-55-7576-01,LUAD,0.47,0.47,0.707451486883,0.373869
TCGA-CU-A0YN-01,BLCA,0.5,0.5,0.788374114487,0.465771
TCGA-DD-AAW3-01,LIHC,0.59,,0.922623355132,0.8739333
TCGA-J4-A67T-01,PRAD,0.27,0.44,0.917031277445,0.2499909
TCGA-J4-8198-01,PRAD,0.28,0.65,0.92489639011,0.3979463
TCGA-CR-5247-01,HNSC,0.64,0.55,0.858807321894,0.9121637
TCGA-CV-A6JY-01,HNSC,0.26,0.25,0.924578129004,0.2916617
TCGA-CV-6933-01,HNSC,0.45,0.49,0.738630138978,0.964415
TCGA-AA-A01T-01,CRC,0.66,0.65,,0.9987239
TCGA-CJ-5680-01,KIRC,0.63,0.64,0.725141365299,0.6364399
TCGA-AA-3684-01,CRC,0.39,0.26,,0.3208945
TCGA-3M-AB47-01,STAD,0.27,,0.645328847863,0.3807968
TCGA-AC-A3TN-01,BRCA,0.44,0.74,0.825396265088,0.3902811
TCGA-D6-A6EO-01,HNSC,0.65,0.69,0.916437871413,0.6993391
TCGA-X7-A8DD-01,THYM,0.45,,0.720242270468,0.1559357
TCGA-GL-8500-01,KIRP,0.73,,0.929179688816,0.8157703
TCGA-BR-8368-01,STAD,0.63,0.5,0.871493699483,
TCGA-61-2610-02,OV,0.72,0.8,,
TCGA-14-4157-01,GBM,0.68,0.84,,0.8846657
TCGA-AN-A0FV-01,BRCA,0.55,0.56,0.820419932704,0.3964842
TCGA-FU-A770-01,CESC,0.42,,0.919804856481,0.6070078
TCGA-AD-6895-01,CRC,0.43,0.55,0.816049022398,0.5617062
TCGA-AO-A03U-01,BRCA,0.69,0.71,0.555022947012,0.4591422
TCGA-FZ-5921-01,PAAD,0.24,0.21,,0.179752
TCGA-HU-A4GC-01,STAD,0.42,0.31,0.822738800296,0.2865736
TCGA-5C-A9VG-01,LIHC,0.39,,0.894621590715,0.665867
TCGA-GN-A4U9-06,SKCM,0.77,0.78,0.882508486887,0.9929189
TCGA-4T-AA8H-01,CRC,0.36,,0.977622639886,0.9312105
TCGA-06-A7TK-01,GBM,0.42,,,0.6768425
TCGA-BG-A0MU-01,UCEC,0.72,0.84,,0.9910146
TCGA-XA-A8JR-01,PRAD,0.35,,0.911097039156,0.2248044
TCGA-B5-A0JV-01,UCEC,0.37,0.97,,0.8534156
TCGA-BC-A8YO-01,LIHC,0.83,,0.824334861479,0.8557122
TCGA-T3-A92N-01,HNSC,0.63,,0.842853679403,0.9883103
TCGA-EK-A2PI-01,CESC,0.65,0.65,0.919914750909,0.750151
TCGA-A2-A0EM-01,BRCA,0.39,0.69,0.783620331152,0.6615177
TCGA-EM-A1YE-01,THCA,0.31,0.65,0.915767751997,0.3606733
TCGA-A4-A4ZT-01,KIRP,0.66,,0.852544370386,0.7116446
TCGA-13-1483-01,OV,0.55,0.68,0.827063251789,0.7083839
TCGA-E8-A44M-01,THCA,0.22,0.32,0.597002726862,0.1955747
TCGA-E9-A5UP-01,BRCA,0.61,0.65,0.906594152577,
TCGA-L5-A4OJ-01,ESCA,0.74,0.59,0.925870534752,0.7308895
TCGA-D8-A1JL-01,BRCA,0.52,0.42,0.599940847678,0.7704505
TCGA-91-8499-01,LUAD,0.73,0.67,0.777440430491,0.9993827
TCGA-44-A47A-01,LUAD,0.32,0.55,0.687973140075,0.3608243
TCGA-NK-A5CX-01,LUSC,0.3,0.33,0.734766652066,0.3775598
TCGA-B5-A0K4-01,UCEC,0.71,0.85,,0.847217
TCGA-18-3406-01,LUSC,0.48,0.3,,0.4103213
TCGA-CR-6491-01,HNSC,0.7,0.75,0.879469669336,0.7108375
TCGA-A8-A09E-01,BRCA,0.71,0.77,0.8798274219,0.9689464
TCGA-S9-A7IQ-01,LGG,0.38,,0.987239580878,0.1574821
TCGA-B9-4115-01,KIRP,0.59,,0.805261839927,0.6941293
TCGA-BR-8372-01,STAD,0.34,0.45,0.700775301269,
TCGA-85-A513-01,LUSC,0.52,0.71,0.520516220704,0.1553627
TCGA-F4-6856-01,CRC,0.33,0.58,0.899681654703,0.9964451
TCGA-B7-5818-01,STAD,0.69,0.7,0.714366716001,0.6586288
TCGA-34-8454-01,LUSC,0.66,0.41,0.626190700424,0.8244879
TCGA-55-6975-01,LUAD,0.45,0.45,0.692435067424,0.3383822
TCGA-A2-A0EU-01,BRCA,0.71,0.62,0.83360306793,0.8551904
TCGA-J8-A3YG-01,THCA,0.36,1.0,0.827555520633,0.3537963
TCGA-E2-A15E-06,BRCA,0.6,0.6,0.837835399967,
TCGA-HT-7882-01,LGG,0.4,0.4,0.450009435254,0.2564533
TCGA-21-1078-01,LUSC,0.56,0.73,0.956123091048,0.8707372
TCGA-EL-A3GW-01,THCA,0.29,0.7,0.934321874395,0.806135
TCGA-HU-A4H2-01,STAD,0.4,0.42,0.829149252985,0.4041923
TCGA-19-1788-01,GBM,,0.46,,
TCGA-29-A5NZ-01,OV,0.62,,0.891796904228,0.6983087
TCGA-DS-A0VM-01,CESC,0.69,0.72,0.82957074357,0.6402519
TCGA-FV-A495-01,LIHC,0.35,0.49,0.720813170367,0.5033986
TCGA-HC-7752-01,PRAD,0.49,0.74,0.910843060329,0.8290843
TCGA-P4-A5EB-01,KIRP,0.41,,0.916875431898,0.9985633
TCGA-IN-A6RL-01,STAD,0.41,0.41,0.867042606166,0.7073925
