id,type,abscnseq,ascat,estimate,purbayes
TCGA-EO-A3AU-01,UCEC,0.44,0.26,0.85375270202,0.7147332
TCGA-E8-A419-01,THCA,0.34,0.43,0.732959687001,0.4245333
TCGA-AA-3692-01,CRC,0.63,0.63,,0.7610335
TCGA-6D-AA2E-01,KIRC,0.33,,0.782914328529,0.4541768
TCGA-UY-A78M-01,BLCA,0.55,,0.887989205647,0.7371261
TCGA-E9-A1RB-01,BRCA,0.58,0.57,0.835221898449,0.5056062
TCGA-78-7155-01,LUAD,0.78,0.75,0.930863113579,0.9999375
TCGA-D7-6522-01,STAD,0.27,1.0,0.311700223214,0.10741036
TCGA-RY-A843-01,LGG,0.45,,0.9388520418,0.6613818
TCGA-B5-A11P-01,UCEC,0.47,0.94,,0.6900577
TCGA-55-8299-01,LUAD,0.2,0.47,0.45107372823,0.09597998
TCGA-QK-A652-01,HNSC,0.35,0.34,0.768091207126,0.3237828
TCGA-CG-4300-01,STAD,0.45,,,0.9249136
TCGA-HD-A6I0-01,HNSC,0.31,0.63,0.776612830652,0.5383753
TCGA-B0-4710-01,KIRC,0.6,0.42,0.666106791334,0.5281766
TCGA-63-A5ML-01,LUSC,0.69,0.56,0.829588728662,0.9986347
TCGA-HT-7473-01,LGG,0.48,0.58,0.744405883943,0.9844259
TCGA-D7-A4YX-01,STAD,0.35,0.55,0.777153603508,0.571161
TCGA-55-5899-01,LUAD,0.64,0.64,0.727841525432,0.9960767
TCGA-AN-A0FS-01,BRCA,0.61,0.62,0.777168548938,0.9966837
TCGA-XU-AAXY-01,THYM,0.29,,0.655221126801,0.2379202
TCGA-AA-3664-01,CRC,0.69,0.79,,0.8306007
TCGA-WE-AAA4-06,SKCM,0.21,,0.492577430729,0.3362197
TCGA-BT-A0YX-01,BLCA,0.28,0.48,0.816339016125,0.4434327
TCGA-CM-6679-01,CRC,0.69,0.39,0.785643941863,0.4452869
TCGA-FD-A3SM-01,BLCA,0.64,0.44,0.841277109974,0.6684525
TCGA-US-A776-01,PAAD,0.58,,0.934052213363,0.8901536
TCGA-19-5947-01,GBM,0.36,0.56,,0.5066186
TCGA-FW-A3TV-06,SKCM,0.48,0.56,0.817341897806,0.611477
TCGA-V1-A9OL-01,PRAD,0.56,,0.883955893287,0.6699998
TCGA-BH-A0BZ-01,BRCA,0.31,0.31,0.549328429464,0.6751783
TCGA-FD-A3SN-01,BLCA,0.63,0.63,0.845837349398,0.9962096
TCGA-09-0369-01,OV,0.8,0.81,0.886381971545,0.3918127
TCGA-AS-3777-01,KIRC,0.46,0.56,0.850207921416,0.4132203
TCGA-HF-7133-01,STAD,0.73,0.57,0.693423240201,0.5126539
TCGA-JW-A5VL-01,CESC,0.58,0.72,0.802227792614,0.824087
TCGA-AA-3710-01,CRC,0.26,0.38,,0.4110365
TCGA-AX-A06D-01,UCEC,0.37,0.67,,0.5005105
TCGA-S9-A7QY-01,LGG,0.35,,0.969178085581,0.6342908
TCGA-77-6844-01,LUSC,0.63,0.63,0.869360858616,0.9960022
TCGA-VS-A958-01,CESC,0.34,,0.708491912902,0.4828943
TCGA-H4-A2HO-01,BLCA,0.35,1.0,0.866788897137,0.5657958
TCGA-EO-A22R-01,UCEC,0.32,1.0,,
TCGA-EM-A4FQ-01,THCA,0.29,0.31,0.78930901183,0.7248132
TCGA-HC-A632-01,PRAD,0.78,0.53,0.754538501292,0.6508988
TCGA-ET-A3BP-01,THCA,0.39,0.55,0.868932029464,0.5423497
TCGA-BS-A0U9-01,UCEC,0.83,0.75,,0.477876
TCGA-3S-AAYX-01,THYM,0.29,,0.740498564282,0.10181795
TCGA-13-0758-01,OV,0.64,0.61,,0.6900181
TCGA-EK-A2H1-01,CESC,0.42,0.43,0.737367269729,0.3009088
TCGA-56-8201-01,LUSC,0.29,0.23,0.459308920026,0.3134709
TCGA-BH-A0BM-01,BRCA,0.62,0.62,0.770053989193,0.5819963
TCGA-DD-A4NE-01,LIHC,,0.64,0.907251212999,
TCGA-FG-7643-01,LGG,0.27,1.0,0.934017062507,0.1614108
TCGA-32-2494-01,GBM,0.54,0.56,,0.5180365
TCGA-ZB-A96K-01,THYM,0.57,,0.566538242477,0.3245308
TCGA-09-2055-01,OV,0.66,0.74,,0.9973991
TCGA-CV-7430-01,HNSC,0.71,0.75,0.947829858813,0.9984146
TCGA-ZG-A9NI-01,PRAD,0.35,,0.85995705737,0.4092893
TCGA-64-5778-01,LUAD,0.43,0.41,0.659336549851,0.5617302
TCGA-B7-A5TK-01,STAD,0.37,0.29,0.49663394898,0.1737126
TCGA-EW-A6SD-01,BRCA,0.56,,0.71758248957,0.4305663
TCGA-AA-3534-01,CRC,0.69,0.75,,0.6942398
TCGA-AX-A3FT-01,UCEC,0.3,0.63,0.707156456925,0.4974511
TCGA-55-7728-01,LUAD,0.29,0.45,0.585874893591,0.2792617
TCGA-ER-A19B-06,SKCM,0.68,0.69,0.876170415166,0.6460853
TCGA-D6-A6EK-01,HNSC,0.28,0.42,0.733939971433,0.4451946
TCGA-DS-A1OB-01,CESC,,0.54,0.845953687063,
TCGA-D7-8578-01,STAD,0.37,0.2,0.705859298899,0.3416855
TCGA-4V-A9QX-01,THYM,0.3,,0.736155250296,0.1512988
TCGA-BR-6453-01,STAD,0.28,0.44,0.476459699623,0.240502
TCGA-HU-A4GF-01,STAD,0.62,0.61,0.854635809493,0.5618439
TCGA-B0-5119-01,KIRC,0.45,0.46,0.669440838332,0.6048619
TCGA-AA-A02F-01,CRC,0.71,0.84,,0.8723836
TCGA-XK-AAIW-01,PRAD,0.5,,0.922342829826,0.7769467
TCGA-ZF-AA54-01,BLCA,0.44,,0.595798101137,0.5480133
TCGA-56-7580-01,LUSC,0.34,0.52,0.85226394553,0.4534511
TCGA-BR-A4PE-01,STAD,0.44,0.46,0.720634701131,0.4464931
TCGA-NH-A50U-01,CRC,0.78,,0.910554076233,0.9947147
TCGA-37-3783-01,LUSC,0.43,0.36,0.618757184892,0.6151652
TCGA-V5-A7RC-06,ESCA,0.49,,0.916936126564,
TCGA-F7-A620-01,HNSC,0.47,0.33,0.730180684602,0.2390207
TCGA-DK-A1A6-06,BLCA,0.48,,,
TCGA-K4-A4AC-01,BLCA,0.42,0.31,0.808299770432,0.3485359
TCGA-A2-A4RX-01,BRCA,0.32,0.34,0.678961612138,0.3706698
TCGA-DJ-A2PR-01,THCA,0.28,0.39,0.846034845827,0.5807699
TCGA-66-2791-01,LUSC,0.57,0.31,0.602675394432,0.495796
TCGA-AG-3727-01,CRC,0.84,0.82,,0.8711858
TCGA-EB-A6R0-01,SKCM,0.77,0.68,0.804296940424,
TCGA-02-2485-01,GBM,0.73,0.79,0.888965014443,0.8297956
TCGA-28-1757-01,GBM,0.45,0.54,,0.9990869
TCGA-GM-A2DA-01,BRCA,0.79,0.5,0.59700807261,0.4625635
TCGA-3Z-A93Z-01,KIRC,0.63,,0.668196830371,0.4229552
TCGA-PQ-A6FI-01,BLCA,0.72,0.7,0.894771667544,0.9983591
TCGA-06-5415-01,GBM,0.78,0.74,0.893503619872,0.7818233
TCGA-ZP-A9CV-01,LIHC,0.47,,0.786584142249,0.6046917
TCGA-CV-5436-01,HNSC,0.62,0.65,0.85894943228,0.9968568
TCGA-IA-A83T-01,KIRP,0.31,,0.633235665544,0.4488527
TCGA-77-8131-01,LUSC,0.36,0.24,0.483236758178,0.1982681
TCGA-EE-A2MC-06,SKCM,0.22,0.4,0.55387813702,0.3774931
TCGA-BQ-7060-01,KIRP,0.28,,0.82011101538,0.9940247
TCGA-C8-A9FZ-01,BRCA,0.82,,,0.7577851
TCGA-DJ-A2PZ-01,THCA,0.26,0.24,0.817766542871,0.6563407
TCGA-B0-5711-01,KIRC,0.38,0.57,0.620581029093,0.5630288
TCGA-A3-A8OW-01,KIRC,0.33,,0.688900563713,0.5888837
TCGA-A8-A06O-01,BRCA,0.69,0.56,0.776550699369,0.7699804
TCGA-A6-5661-01,CRC,0.64,0.48,0.70373215907,0.6287037
TCGA-AR-A24T-01,BRCA,0.61,0.69,0.6453406799,0.4316763
TCGA-C5-A3HE-01,CESC,0.45,0.29,0.76610166109,0.5123892
TCGA-BG-A0MI-01,UCEC,0.62,0.86,,0.8231676
TCGA-DD-A4NJ-01,LIHC,0.49,0.47,0.799438286686,0.6835055
TCGA-2J-AABV-01,PAAD,0.55,,0.783153329708,0.03639372
TCGA-37-A5EN-01,LUSC,0.59,0.47,0.870836861008,0.4302966
TCGA-A7-A3J1-01,BRCA,0.47,0.54,0.603201436833,0.5040134
TCGA-DD-AAD2-01,LIHC,0.43,,0.741589814116,0.321258
TCGA-IB-8126-01,PAAD,0.37,1.0,0.510841246621,0.4024995
TCGA-DK-AA6S-01,BLCA,0.47,,0.674723228375,0.5828109
TCGA-JW-A69B-01,CESC,0.76,0.58,0.845009423069,0.815305
TCGA-06-0119-01,GBM,0.44,1.0,,0.2440502
TCGA-G3-A3CH-01,LIHC,0.46,0.62,0.829638147944,0.6489139
TCGA-D1-A175-01,UCEC,0.36,0.78,,0.999802
TCGA-E2-A2P6-01,BRCA,0.74,0.75,0.807029438083,0.7128452
TCGA-FY-A3WA-01,THCA,0.44,0.8,0.959800793215,0.7154201
TCGA-AJ-A3OJ-01,UCEC,0.34,0.62,0.830782700726,0.6999139
TCGA-25-2409-01,OV,0.6,0.62,0.766025539013,0.7920223
TCGA-VQ-A91W-01,STAD,0.3,,0.793689969231,0.563958
TCGA-85-8351-01,LUSC,0.44,0.45,0.845122900659,0.8914799
TCGA-77-A5G3-01,LUSC,1.0,0.5,0.872901510443,0.394972
TCGA-A2-A0T1-01,BRCA,0.61,0.22,0.485090113066,0.1882879
TCGA-33-A5GW-01,LUSC,0.65,0.77,0.958482571953,0.9940833
TCGA-50-5045-01,LUAD,0.24,0.26,0.409155154356,0.2503539
TCGA-CM-6167-01,CRC,0.56,0.33,0.647981619396,0.8615893
TCGA-60-2720-01,LUSC,0.21,0.2,0.695625819144,0.2516469
TCGA-BR-8484-01,STAD,0.38,0.3,0.640452882286,0.8168001
TCGA-AC-A8OS-01,BRCA,0.33,,0.651505012067,0.3418466
TCGA-M9-A5M8-01,ESCA,0.45,0.6,0.899469078051,0.5998506
TCGA-CW-5589-01,KIRC,0.43,0.57,0.61317722916,0.5235773
TCGA-2H-A9GN-01,ESCA,0.67,,0.885428903677,0.7225654
TCGA-FD-A5BX-01,BLCA,0.69,0.54,0.596538857436,0.5453967
TCGA-25-1328-01,OV,,,0.778854940106,
TCGA-GH-A9DA-01,CESC,0.59,,0.828466466581,0.7871695
TCGA-LN-A4MQ-01,ESCA,0.53,0.45,0.975321738859,0.9820744
TCGA-CJ-4636-01,KIRC,0.43,0.55,0.475865670579,0.5650622
TCGA-A6-5656-01,CRC,0.81,0.71,0.942514424064,0.7841888
TCGA-VP-A87B-01,PRAD,0.97,,0.921007593291,0.8395061
TCGA-EM-A3AN-01,THCA,0.29,0.36,0.873507950887,0.6055068
TCGA-IG-A4QT-01,ESCA,0.49,0.42,0.3830747444,0.1835162
TCGA-23-2072-01,OV,0.62,0.74,,0.5212527
TCGA-DO-A1JZ-01,THCA,0.79,0.39,0.925230576894,0.9678958
TCGA-AC-A23G-01,BRCA,0.26,0.4,0.5731925973,0.2974491
TCGA-13-1492-01,OV,0.92,0.88,0.965740703663,0.8226931
TCGA-HT-8011-01,LGG,0.75,0.77,0.943044858304,0.8031949
TCGA-BH-A1FJ-01,BRCA,0.52,0.83,0.911888051756,0.8724815
TCGA-B0-4810-01,KIRC,0.4,0.48,0.506287001282,0.4559279
TCGA-DD-A3A5-01,LIHC,0.82,0.81,0.875667010957,0.8077492
TCGA-E2-A15G-01,BRCA,0.59,0.36,0.862927296828,0.401386
TCGA-EJ-7782-01,PRAD,0.36,0.7,0.907544767287,0.6174789
TCGA-E1-A7YY-01,LGG,0.27,,0.956558788692,0.1549491
TCGA-CN-5363-01,HNSC,0.48,0.45,0.713853007542,0.8251141
TCGA-28-1749-01,GBM,0.74,0.83,,0.8265164
TCGA-46-6026-01,LUSC,0.84,0.65,0.942692650186,0.9948511
TCGA-KK-A8IC-01,PRAD,0.27,,0.852020630915,0.247051
TCGA-DM-A1DB-01,CRC,0.71,0.74,0.953812452586,0.8340156
TCGA-UZ-A9PQ-01,KIRP,0.8,,0.95503336204,0.8004169
TCGA-EY-A2OP-01,UCEC,0.37,0.78,0.966720741333,0.6539542
TCGA-VQ-A94T-01,STAD,0.63,,0.924153556489,0.5197593
TCGA-EJ-A65D-01,PRAD,0.4,0.87,0.986671906532,0.8713268
TCGA-EE-A20B-06,SKCM,0.56,0.53,0.713466070262,0.6162403
TCGA-AZ-6605-01,CRC,0.38,0.3,0.671555570874,0.2403135
TCGA-SX-A7SU-01,KIRP,0.53,,0.855594871336,0.831905
TCGA-DD-A4NO-01,LIHC,0.38,0.5,0.861273438885,0.8679348
TCGA-KP-A3W3-01,UCEC,0.81,0.74,0.821896320739,0.5738976
TCGA-DH-5142-01,LGG,0.45,0.61,0.773708886448,0.5915792
TCGA-BR-8588-01,STAD,0.25,0.25,0.604748638482,0.2634759
TCGA-CG-5725-01,STAD,1.0,0.85,0.937764599805,0.7686547
TCGA-3K-AAZ8-01,LIHC,0.67,,0.882057475344,0.9452652
TCGA-K4-A3WV-01,BLCA,0.71,0.59,0.971655551135,0.9115508
TCGA-61-1906-01,OV,0.78,0.74,,0.40829
TCGA-FR-A3R1-01,SKCM,0.51,0.68,0.844684146815,
TCGA-23-2084-01,OV,0.73,0.61,0.818969873894,0.8295279
TCGA-BH-A0HK-01,BRCA,0.52,0.72,0.737167878606,0.7019436
TCGA-DK-A3IU-01,BLCA,0.3,0.33,0.471501646907,0.2034083
TCGA-CE-A3MD-01,THCA,0.44,0.45,0.792009888687,0.6897996
TCGA-C8-A12T-01,BRCA,0.6,0.66,0.733537749331,0.5074253
TCGA-EJ-5518-01,PRAD,0.37,0.54,0.84899306421,0.5543391
TCGA-A6-2683-01,CRC,0.92,0.77,,0.5141006
TCGA-GL-6846-01,KIRP,0.41,,0.886893179361,0.8445138
TCGA-B0-5400-01,KIRC,0.57,0.3,0.58163319886,0.2527859
TCGA-24-1563-01,OV,1.0,0.8,0.739273123382,0.7437118
TCGA-IB-7651-01,PAAD,0.21,0.2,0.5744477752,
TCGA-22-4599-01,LUSC,0.46,0.47,0.639214899507,0.8626611
TCGA-AC-A2FG-01,BRCA,0.96,0.54,0.812155875154,0.4710457
TCGA-AC-A2QJ-01,BRCA,0.45,0.26,0.528540270166,0.2967128
TCGA-AX-A1CK-01,UCEC,0.85,0.88,,0.8957634
TCGA-CU-A3YL-01,BLCA,0.49,0.64,0.918200666706,0.9973687
TCGA-A7-A425-01,BRCA,0.44,0.47,0.695392733041,0.4898492
TCGA-DV-5567-01,KIRC,0.69,,0.847076285709,0.6919368
TCGA-F7-A61S-01,HNSC,0.33,0.3,0.802404969433,0.981505
TCGA-55-8097-01,LUAD,0.36,0.57,0.737478855711,0.601934
TCGA-5P-A9KE-01,KIRP,0.25,,0.870121922185,0.5296936
TCGA-14-1395-01,GBM,0.86,0.74,,0.8976417
TCGA-BP-5001-01,KIRC,0.36,0.72,0.699816509498,0.5564768
TCGA-49-6761-01,LUAD,0.29,0.27,0.707704079658,0.3015779
TCGA-A6-5665-01,CRC,0.69,0.66,0.909788739488,0.674716
TCGA-AO-A0JD-01,BRCA,0.79,0.41,0.86383432284,0.5498115
TCGA-B2-4098-01,KIRC,0.34,0.43,0.691132724455,0.4458732
TCGA-17-Z053-01,LUAD,,,,
TCGA-E9-A229-01,BRCA,0.46,0.58,0.626815232054,0.4512928
TCGA-BS-A0UV-01,UCEC,0.3,1.0,,
TCGA-DB-A64L-01,LGG,0.36,0.67,0.935745539638,0.6961211
TCGA-HI-7168-01,PRAD,0.44,0.53,0.889747996955,0.7009403
TCGA-S9-A7QZ-01,LGG,0.41,,0.984315681209,0.4049613
TCGA-DM-A1D7-01,CRC,0.58,0.57,0.917311299808,0.5988909
TCGA-BR-A4J5-01,STAD,0.26,0.25,0.620850070416,0.1972147
TCGA-FI-A2F9-01,UCEC,0.64,0.74,,0.9364476
TCGA-AZ-6606-01,CRC,0.67,0.58,0.94813496785,0.7817473
TCGA-BH-A1FU-01,BRCA,0.48,0.24,0.654131681888,0.1498927
TCGA-CN-6016-01,HNSC,0.35,0.34,0.602110262319,0.2985718
TCGA-4V-A9QJ-01,THYM,0.3,,0.719026405391,0.1418609
TCGA-LL-A73Y-01,BRCA,0.47,,0.690214239845,0.9498433
TCGA-BH-A1FE-01,BRCA,0.54,0.43,0.591808356915,0.3035993
TCGA-AO-A0JC-01,BRCA,0.33,1.0,0.367284906046,0.8520933
TCGA-CZ-5468-01,KIRC,0.53,0.38,0.660346987348,0.5079085
TCGA-F5-6814-01,CRC,0.37,0.67,0.848129533218,0.6964936
TCGA-EO-A3AV-01,UCEC,0.24,0.4,0.738693252324,0.4119372
TCGA-B5-A0K9-01,UCEC,0.31,0.58,0.878978672414,0.5659491
TCGA-FG-8187-01,LGG,0.25,0.68,0.92501677001,0.668752
TCGA-D1-A16N-01,UCEC,0.67,0.76,,0.8155413
TCGA-CV-7101-01,HNSC,0.38,0.47,0.77626923344,0.3144749
TCGA-05-4405-01,LUAD,0.45,0.29,0.643102578699,0.5245973
TCGA-CX-7219-01,HNSC,0.51,0.57,0.691519290412,0.4580462
TCGA-DC-6160-01,CRC,0.77,0.66,0.879134967891,0.6135694
TCGA-EB-A5SE-01,SKCM,0.83,0.82,0.913032604256,
TCGA-LL-A8F5-01,BRCA,0.55,,0.7624778497,0.4897957
TCGA-EJ-A65J-01,PRAD,0.52,0.68,0.910736245504,0.7630609
TCGA-QK-A6IG-01,HNSC,0.41,0.47,0.801526300477,0.4475496
TCGA-C5-A905-01,CESC,,,0.948281248093,
TCGA-B6-A0RE-01,BRCA,0.61,0.54,0.85653391508,0.2436428
TCGA-FJ-A871-01,BLCA,0.42,,0.93252869551,0.7698883
TCGA-EY-A3QX-01,UCEC,0.79,0.77,0.90001638604,0.6764152
TCGA-EL-A3ZP-01,THCA,0.34,0.26,0.71003530676,0.7505303
TCGA-DS-A1OD-01,CESC,,,0.642995582118,
TCGA-S9-A7IX-01,LGG,0.48,,0.833109489554,0.5803695
TCGA-HC-A76W-01,PRAD,0.24,,0.863312715995,0.6580095
TCGA-XC-AA0X-01,LUSC,0.26,,0.722260912782,0.1982116
TCGA-20-0991-01,OV,1.0,0.5,0.624093519132,0.901921
TCGA-C8-A134-01,BRCA,0.8,0.58,0.76231409264,0.9968456
TCGA-E7-A97Q-01,BLCA,0.62,,0.841450454236,0.6372804
TCGA-J7-A8I2-01,KIRP,0.8,,0.923683321902,0.9145676
TCGA-AA-3713-01,CRC,0.42,0.37,0.830077267379,0.9963072
TCGA-13-1489-01,OV,0.85,0.75,0.972055212366,0.7572899
TCGA-AZ-5407-01,CRC,0.3,0.38,0.905054170369,0.716853
TCGA-ER-A19S-06,SKCM,0.2,0.22,0.535521414811,0.2643333
TCGA-GN-A263-01,SKCM,0.32,0.49,0.750003255891,
TCGA-B1-A655-01,KIRP,0.38,,0.807796252686,0.6507014
TCGA-AX-A1C4-01,UCEC,0.41,0.94,,
TCGA-17-Z062-01,LUAD,,,,
TCGA-BP-4972-01,KIRC,0.5,0.64,0.487100452171,0.5037072
TCGA-D8-A1JU-01,BRCA,0.49,0.4,0.567858421258,0.2843471
TCGA-E9-A1R5-01,BRCA,0.43,0.67,0.806868785647,0.4563761
TCGA-EY-A1GL-01,UCEC,0.67,0.73,0.918655845572,0.8170562
TCGA-DK-A1A3-01,BLCA,0.43,0.45,0.779341055018,0.9962906
TCGA-KK-A8IA-01,PRAD,0.65,,0.948841350744,0.7231623
TCGA-DI-A2QY-01,UCEC,0.84,0.6,0.946409671387,0.3486179
TCGA-ZJ-AAXD-01,CESC,0.58,,0.870676460392,0.5683681
TCGA-CN-A49C-01,HNSC,0.66,0.73,0.909588147202,0.7375922
TCGA-FP-7916-01,STAD,0.38,0.27,0.539087438169,0.287329
TCGA-LC-A66R-01,BLCA,0.45,0.38,0.747506072912,0.2583009
TCGA-VR-AA7I-01,ESCA,0.51,,0.702750119551,0.5201858
TCGA-17-Z050-01,LUAD,,,,
TCGA-BP-5199-01,KIRC,0.28,0.46,0.44408286285,0.600437
TCGA-E9-A226-01,BRCA,0.69,0.59,0.795248759983,0.2516532
TCGA-D8-A1JE-01,BRCA,0.46,0.48,0.645932498068,0.449893
TCGA-E9-A1RE-01,BRCA,0.65,0.72,0.884653029199,0.9740679
TCGA-VP-A878-01,PRAD,0.26,,0.862799101019,0.4019066
TCGA-UL-AAZ6-01,BRCA,0.62,,0.895744702906,0.9940561
TCGA-55-8206-01,LUAD,0.41,0.4,0.585721268797,0.2867752
TCGA-EU-5907-01,KIRC,0.72,0.76,0.783608661354,0.8231317
TCGA-34-5240-01,LUSC,0.65,0.62,0.7844293076,0.9992773
TCGA-D8-A1XF-01,BRCA,0.76,0.68,0.927694112135,0.9950465
TCGA-AN-A0FL-01,BRCA,0.87,0.85,0.905216777177,0.9116481
TCGA-58-8388-01,LUSC,0.53,0.62,0.699387165833,0.688602
TCGA-AG-3581-01,CRC,0.51,0.62,,0.6042954
TCGA-06-0129-01,GBM,0.73,0.67,0.820453947638,0.904195
TCGA-33-4538-01,LUSC,0.61,0.51,0.877838257303,0.8932296
TCGA-AN-A0AS-01,BRCA,0.56,0.5,0.704365998421,0.7686306
TCGA-B8-5165-01,KIRC,0.24,0.39,0.629204799182,0.2532144
TCGA-AX-A1C7-01,UCEC,0.88,0.81,0.931646016334,0.8977233
TCGA-67-3773-01,LUAD,0.63,0.48,0.593981395291,0.9910373
TCGA-50-5068-01,LUAD,0.27,0.41,0.529091412466,0.2499572
TCGA-G3-A5SK-01,LIHC,,0.48,0.789066942875,
TCGA-KS-A41J-01,THCA,0.43,0.27,0.806564269823,0.8589635
TCGA-12-3644-01,GBM,0.65,0.78,,0.996914
TCGA-C5-A7X5-01,CESC,0.88,,0.949706917114,0.5757093
TCGA-19-1385-01,GBM,0.44,0.26,,0.9150799
TCGA-EA-A43B-01,CESC,0.43,0.33,0.76669712312,0.2174432
TCGA-FE-A3PA-01,THCA,0.32,1.0,0.831301388869,0.7795823
TCGA-G4-6317-01,CRC,0.73,0.67,0.980298925929,0.8054362
TCGA-OY-A56P-01,OV,0.94,,0.982109434828,0.5037148
TCGA-HT-7470-01,LGG,0.39,0.58,0.93559215393,0.9735188
TCGA-DA-A95Z-06,SKCM,0.76,,0.903366592253,0.9999139
TCGA-DU-5870-01,LGG,0.69,0.73,0.913441533442,0.6540496
TCGA-EW-A1PC-01,BRCA,0.57,0.69,0.898610091309,0.5477499
TCGA-J4-A83L-01,PRAD,0.22,,0.920865955043,0.1714626
TCGA-32-4208-01,GBM,0.78,0.8,,0.7723564
TCGA-BH-A1F8-01,BRCA,0.62,0.57,0.821073668129,0.6958243
TCGA-61-2097-01,OV,0.54,0.55,0.808105320347,0.6963387
TCGA-94-A5I4-01,LUSC,0.62,0.55,0.894999092706,0.7876574
TCGA-ER-A42L-06,SKCM,0.23,1.0,0.509008320178,0.1965165
TCGA-EP-A3RK-01,LIHC,0.65,0.45,0.700426660454,0.9899452
TCGA-XU-A92V-01,THYM,0.31,,0.677256203535,0.3646248
TCGA-A3-3378-01,KIRC,0.21,0.41,0.48049168793,0.3624554
TCGA-27-2527-01,GBM,0.46,0.36,,0.3329204
TCGA-13-1412-01,OV,0.64,0.66,,0.9916964
TCGA-EB-A82B-01,SKCM,0.56,,0.759728146797,
TCGA-4Z-AA82-01,BLCA,0.53,,0.835569271517,0.9870451
TCGA-EL-A4K7-01,THCA,0.26,0.27,0.92369509583,0.1931662
TCGA-86-7701-01,LUAD,0.43,0.43,0.59078610171,0.7739284
TCGA-B0-5085-01,KIRC,0.58,,0.736288542337,0.6205939
TCGA-70-6722-01,LUSC,0.41,0.33,0.66609885515,0.3534769
TCGA-13-1491-01,OV,0.76,0.84,,0.8884824
TCGA-OL-A5RY-01,BRCA,0.3,1.0,0.473612655468,0.1322968
TCGA-RY-A83Z-01,LGG,0.87,,0.930756351045,0.849956
TCGA-CJ-5679-01,KIRC,0.92,0.59,0.777133768852,0.9989069
TCGA-CJ-4901-01,KIRC,0.38,0.21,0.426360996992,0.3086003
TCGA-KN-8429-01,KICH,0.64,0.83,0.910554895815,0.8310123
TCGA-41-2575-01,GBM,0.67,0.77,,0.859962
TCGA-G5-6233-01,CRC,0.82,0.62,0.890271490064,0.9979231
TCGA-AA-A00Z-01,CRC,0.62,0.55,,0.9914871
TCGA-KS-A4ID-01,THCA,0.7,1.0,0.718796946477,0.4305065
TCGA-EB-A299-01,SKCM,0.47,0.66,0.808203593906,
TCGA-BQ-5890-01,KIRP,0.54,,0.86298919562,0.726171
TCGA-2Y-A9H0-01,LIHC,0.76,,0.866279217602,0.8180903
TCGA-EX-A69M-01,CESC,0.51,0.65,0.796257468412,0.6653177
TCGA-A6-2675-01,CRC,0.42,0.46,0.734107261468,0.9948214
TCGA-RY-A83Y-01,LGG,0.75,,0.921898753622,0.8012448
TCGA-23-1032-01,OV,0.62,0.52,0.982041208819,0.99877
TCGA-61-2095-01,OV,0.54,0.56,0.756919284832,0.9947107
TCGA-ZF-AA5P-01,BLCA,0.25,,0.707331125441,0.1523498
TCGA-06-0126-01,GBM,0.62,0.44,,0.7611832
TCGA-DB-A4X9-01,LGG,0.8,0.79,0.948494722841,0.8413324
TCGA-D8-A13Y-01,BRCA,0.84,0.85,0.958944839586,0.507871
TCGA-L5-A4OT-01,ESCA,0.55,0.43,0.71467237102,0.4639492
TCGA-61-1728-01,OV,1.0,0.75,0.917149146264,0.5498098
TCGA-AR-A1AY-01,BRCA,0.6,0.73,0.861789482702,0.7555696
TCGA-DJ-A13X-01,THCA,0.59,0.53,0.867886195903,0.5805309
TCGA-FD-A3SP-01,BLCA,0.34,0.34,0.484553373277,0.2976384
TCGA-HT-7874-01,LGG,0.22,0.4,0.966407851793,0.2184396
TCGA-EO-A3B0-01,UCEC,0.33,0.74,0.833365558826,
TCGA-D3-A8GQ-06,SKCM,0.41,,0.876555110809,0.9988461
TCGA-15-0742-01,GBM,0.87,0.86,0.915635264159,0.8906261
TCGA-77-A5GB-01,LUSC,0.39,0.35,0.697137965573,0.2501068
TCGA-25-1314-01,OV,0.81,0.78,0.880708273115,0.9935799
TCGA-66-2795-01,LUSC,1.0,0.66,0.664217200797,0.6225124
TCGA-VQ-A927-01,STAD,0.2,,0.82527056435,0.1179187
TCGA-C8-A274-01,BRCA,0.61,0.67,0.881079573124,0.5337822
TCGA-GL-7966-01,KIRP,0.69,,0.935821074234,0.8948543
TCGA-GC-A3RC-01,BLCA,0.61,0.51,0.758408270735,0.9989573
TCGA-VV-A86M-01,LGG,0.4,,0.889586454896,0.9248075
TCGA-36-2544-01,OV,0.86,0.82,,0.9098111
TCGA-E1-5305-01,LGG,0.55,0.58,0.912580418581,0.7727145
TCGA-DJ-A2Q8-01,THCA,0.31,0.34,,0.1318831
TCGA-B5-A1MZ-01,UCEC,0.45,1.0,,0.7538144
TCGA-21-5782-01,LUSC,0.49,0.52,0.785937141591,0.4229252
TCGA-A5-A0GU-01,UCEC,0.53,1.0,,0.7916981
TCGA-13-0899-01,OV,0.67,0.65,0.872757148966,0.9992529
TCGA-ET-A2MY-01,THCA,0.27,0.56,0.900343382865,0.8412525
TCGA-FS-A1ZQ-06,SKCM,0.63,0.73,0.869991096793,0.7125914
TCGA-V1-A9OF-01,PRAD,0.37,,0.950995473203,0.6717677
TCGA-BS-A0VI-01,UCEC,0.4,0.74,,0.9926876
TCGA-CM-6164-01,CRC,0.45,0.49,0.874976941611,0.9283231
